BS,ant,Azimuth,Tilt,Beam Pattern
site15,41,150,-5,14
site15,41,130,13,9
site15,41,170,-5,1
site15,41,140,-7,11
site15,41,140,-7,3
site15,41,170,-1,3
site15,41,140,-7,12
site15,41,120,5,7
site15,41,140,3,15
site15,41,150,9,11
site15,41,160,11,6
site15,42,0,3,0
site15,42,0,11,9
site15,42,0,9,8
site15,42,30,5,9
site15,42,10,9,16
site15,42,340,-5,4
site15,42,20,-5,14
site15,42,350,13,5
site15,42,0,-1,9
site15,42,30,9,0
site15,42,20,-1,15
site15,42,30,7,7
site15,42,10,3,6
site15,42,30,-7,7
site15,42,30,7,14
site15,42,10,13,14
site15,42,330,-7,13
site15,42,340,-3,0
site15,42,20,1,14
site15,42,20,1,3
site16,43,230,3,0
site16,43,220,11,0
site16,43,200,11,3
site16,43,240,9,5
site16,43,260,11,15
site16,43,200,1,1
site16,43,260,3,0
site16,43,220,13,15
site16,43,210,5,14
site16,43,220,-7,1
site16,43,250,-5,2
site16,43,220,1,7
site16,43,260,11,5
site16,43,230,9,1
site16,43,240,-1,8
site16,43,220,7,10
site16,43,220,3,1
site16,43,260,11,6
site16,43,260,11,3
site16,43,200,-7,8
site16,44,20,3,0
site16,44,40,11,13
site16,44,50,-7,6
site16,44,40,-5,11
site16,44,20,-3,4
site16,44,10,11,14
site16,44,50,5,14
site16,44,40,5,0
site16,44,40,7,10
site16,44,30,3,6
site16,44,0,-7,0
site16,44,0,-1,13
site16,44,30,9,9
site16,44,350,5,5
site16,44,10,9,0
site16,44,20,9,12
site16,44,20,11,13
site16,44,30,1,14
site16,44,20,5,1
site16,44,40,3,16
site17,45,130,3,0
site17,45,130,-7,6
site17,45,120,3,3
site17,45,110,11,5
site17,45,110,-7,10
site17,45,160,5,13
site17,45,100,-3,11
site17,45,110,5,16
site17,45,100,11,4
site17,45,140,-3,13
site17,45,150,7,13
site17,45,130,5,16
site17,45,140,3,4
site17,45,100,-7,1
site17,45,120,5,11
site17,45,140,9,8
site17,45,100,-1,6
site17,45,160,7,15
site17,45,110,-3,16
site17,45,100,1,4
site17,46,45,3,0
site17,46,75,1,15
site17,46,55,-7,6
site17,46,55,1,9
site17,46,75,11,0
site17,46,15,5,9
site17,46,65,-7,1
site17,46,25,13,15
site17,46,25,9,11
site17,46,75,3,5
site17,46,65,-1,5
site17,46,35,-3,14
site17,46,45,-3,13
site17,46,75,-1,5
site17,46,25,-3,2
site17,46,45,7,4
site17,46,45,-5,8
site17,46,45,11,11
site17,46,55,7,5
site17,46,45,13,8
site17,47,225,3,0
site17,47,255,-3,15
site17,47,255,1,10
site17,47,225,5,0
site17,47,215,-1,14
site17,47,195,5,13
site17,47,195,3,16
site17,47,215,-1,10
site17,47,225,13,7
site17,47,235,3,5
site17,47,235,7,7
site17,47,195,-3,14
site17,47,255,11,16
site17,47,245,-7,15
site17,47,255,3,11
site17,47,205,-7,6
site17,47,255,9,9
site17,47,205,11,10
site17,47,225,13,9
site17,47,245,1,0
site18,48,340,3,0
site18,48,320,-3,11
site18,48,0,1,11
site18,48,320,7,15
site18,48,320,3,1
site18,48,0,5,12
site18,48,10,11,13
site18,48,330,3,10
site18,48,330,13,2
site18,48,10,-3,11
site18,48,10,1,12
site18,48,340,-1,15
site18,48,310,5,11
site18,48,310,-5,4
site18,48,10,-1,6
site18,48,340,9,12
site18,48,350,-7,4
site18,48,320,-3,9
site18,48,0,7,9
site18,48,340,-5,2
site18,49,240,3,0
site18,49,260,7,0
site18,49,210,11,5
site18,49,260,11,15
site18,49,220,3,0
site18,49,220,-3,14
site18,49,260,1,0
site18,49,210,-7,7
site18,49,210,-3,9
site18,49,240,1,5
site18,49,250,-3,11
site18,49,270,7,16
site18,49,210,3,8
site18,49,260,1,5
site18,49,210,-5,9
site18,49,260,5,14
site18,49,230,5,1
site18,49,250,-7,16
site18,49,260,-5,13
site18,49,230,-5,6
site18,50,80,3,0
site18,50,70,-3,5
site18,50,80,-1,9
site18,50,90,3,1
site18,50,80,7,2
site18,50,70,-3,0
site18,50,110,1,11
site18,50,80,11,0
site18,50,60,-1,5
site18,50,50,5,1
site18,50,100,11,7
site18,50,60,9,12
site18,50,90,1,10
site18,50,60,-5,7
site18,50,90,1,12
site18,50,50,-5,2
site18,50,80,13,12
site18,50,50,3,4
site18,50,80,-1,12
site18,50,70,13,5
site20,54,260,11,0
site20,54,260,3,0
site20,54,270,3,11
site20,54,240,9,15
site20,54,240,11,8
site20,54,230,19,9
site20,54,280,13,15
site20,54,240,19,16
site20,54,230,1,8
site20,54,240,17,14
site20,54,250,17,2
site20,54,240,11,1
site20,54,270,9,5
site20,54,260,1,10
site20,54,270,3,16
site20,54,280,15,15
site20,54,260,1,12
site20,54,260,17,12
site20,54,270,9,2
site20,54,270,1,4
site20,55,150,8,0
site20,55,120,2,14
site20,55,130,0,2
site20,55,170,10,12
site20,55,140,0,1
site20,55,140,4,12
site20,55,120,12,3
site20,55,180,2,11
site20,55,120,16,11
site20,55,160,4,14
site20,55,120,6,0
site20,55,170,6,13
site20,55,120,4,11
site20,55,160,8,11
site20,55,130,18,4
site20,55,170,12,9
site20,55,180,16,11
site20,55,130,-2,13
site20,55,170,-2,9
site20,55,130,6,10
site20,56,20,7,0
site20,56,0,3,5
site20,56,0,15,0
site20,56,20,11,6
site20,56,30,-1,3
site20,56,50,9,4
site20,56,350,-3,2
site20,56,30,7,3
site20,56,50,15,14
site20,56,20,11,13
site20,56,40,17,8
site20,56,20,13,7
site20,56,10,5,2
site20,56,20,3,8
site20,56,0,7,11
site20,56,30,9,7
site20,56,40,3,14
site20,56,50,9,5
site20,56,20,11,7
site20,56,20,5,13
site21,57,270,15,0
site21,57,280,17,7
site21,57,260,13,9
site21,57,300,25,10
site21,57,300,9,10
site21,57,250,9,0
site21,57,250,17,8
site21,57,290,23,9
site21,57,280,11,12
site21,57,280,19,13
site21,57,270,15,13
site21,57,270,5,16
site21,57,300,23,6
site21,57,270,23,6
site21,57,250,5,3
site21,57,280,7,14
site21,57,260,23,2
site21,57,300,5,4
site21,57,240,9,5
site21,57,290,15,12
site21,58,130,12,0
site21,58,120,20,13
site21,58,130,4,13
site21,58,130,2,4
site21,58,120,18,10
site21,58,120,22,7
site21,58,150,20,6
site21,58,150,10,16
site21,58,110,22,3
site21,58,130,6,15
site21,58,100,2,13
site21,58,160,8,4
site21,58,160,10,3
site21,58,110,18,8
site21,58,160,22,12
site21,58,140,2,8
site21,58,100,22,14
site21,58,160,2,2
site21,58,110,18,4
site21,58,140,22,13
site21,59,60,5,0
site21,59,50,-5,7
site21,59,90,3,9
site21,59,90,-5,12
site21,59,30,13,10
site21,59,70,1,15
site21,59,60,3,11
site21,59,50,11,3
site21,59,40,-5,4
site21,59,40,3,6
site21,59,50,1,0
site21,59,30,11,4
site21,59,50,-1,5
site21,59,60,-1,1
site21,59,50,15,1
site21,59,70,-3,3
site21,59,90,13,9
site21,59,90,5,11
site21,59,80,1,5
site21,59,30,-5,14
