BS,ant,Azimuth,Tilt,Beam Pattern
site4,11,320,-5,2
site4,11,310,-3,14
site4,11,0,3,9
site4,11,320,-5,12
site4,11,0,-5,0
site4,11,350,-5,11
site4,11,340,-7,11
site4,11,350,13,13
site4,11,330,13,15
site4,11,320,1,1
site4,11,350,1,6
site4,11,340,13,16
site4,11,0,9,2
site4,11,350,11,14
site4,11,340,3,16
site4,11,310,-5,5
site4,11,340,7,12
site4,11,300,5,2
site5,12,345,12,0
site5,12,5,22,2
site5,12,5,20,0
site5,12,315,12,14
site5,12,5,14,5
site5,12,15,12,15
site5,12,335,10,5
site5,12,355,10,5
site5,12,335,16,12
site5,12,345,2,6
site5,12,345,10,9
site5,12,355,18,10
site5,12,335,16,5
site5,12,15,8,3
site5,12,345,20,1
site5,12,325,10,15
site5,12,335,18,15
site5,12,15,2,1
site5,12,325,10,16
site5,12,355,8,4
site5,13,190,7,0
site5,13,170,15,12
site5,13,160,9,0
site5,13,170,-1,7
site5,13,220,7,16
site5,13,220,13,12
site5,13,180,5,6
site5,13,220,-1,11
site5,13,220,15,2
site5,13,180,9,16
site5,13,170,17,10
site5,13,160,-3,2
site5,13,180,15,7
site5,13,160,15,14
site5,13,180,-1,13
site5,13,180,1,4
site5,13,200,7,14
site5,13,210,13,6
site5,13,190,9,9
site5,13,220,3,10
site5,14,75,12,0
site5,14,75,22,2
site5,14,85,8,4
site5,14,95,4,3
site5,14,45,18,12
site5,14,65,8,5
site5,14,55,14,2
site5,14,75,2,11
site5,14,55,16,9
site5,14,55,12,11
site5,14,45,12,7
site5,14,95,4,5
site5,14,85,16,10
site5,14,85,8,11
site5,14,75,18,9
site5,14,95,4,12
site5,14,45,12,8
site5,14,65,14,11
site5,14,65,8,1
site5,14,75,8,11
site6,15,260,3,0
site6,15,230,7,3
site6,15,270,11,8
site6,15,290,-5,4
site6,15,260,5,15
site6,15,270,1,15
site6,15,290,9,15
site6,15,240,-7,13
site6,15,230,1,4
site6,15,280,-7,9
site6,15,280,13,2
site6,15,280,11,0
site6,15,240,11,11
site6,15,290,11,16
site6,15,230,-7,13
site6,15,240,-7,16
site6,15,260,1,16
site6,15,290,-5,0
site6,15,270,9,2
site6,15,270,-1,1
site6,16,190,3,0
site6,16,170,5,10
site6,16,160,3,14
site6,16,170,11,0
site6,16,180,-3,4
site6,16,190,5,13
site6,16,210,5,8
site6,16,200,1,8
site6,16,170,9,9
site6,16,200,3,7
site6,16,160,13,10
site6,16,200,-5,16
site6,16,170,13,2
site6,16,220,-5,1
site6,16,180,5,6
site6,16,220,1,1
site6,16,190,11,7
site6,16,200,-3,15
site6,16,160,-3,1
site6,16,200,5,12
site6,17,350,3,0
site6,17,320,-1,13
site6,17,330,7,3
site6,17,340,3,13
site6,17,330,3,11
site6,17,0,-3,15
site6,17,20,3,10
site6,17,0,5,14
site6,17,0,7,15
site6,17,330,-5,4
site6,17,20,1,12
site6,17,320,-1,10
site6,17,20,7,0
site6,17,350,11,2
site6,17,330,11,6
site6,17,0,-5,5
site6,17,330,1,1
site6,17,320,-3,10
site6,17,20,9,12
site6,17,350,13,3
site7,18,140,3,0
site7,18,150,13,7
site7,18,110,7,12
site7,18,170,-3,15
site7,18,140,3,13
site7,18,170,-3,14
site7,18,110,-1,2
site7,18,170,5,4
site7,18,160,5,7
site7,18,130,-7,12
site7,18,120,-7,4
site7,18,160,5,4
site7,18,120,3,0
site7,18,120,-5,12
site7,18,160,3,14
site7,18,160,11,12
site7,18,150,-7,12
site7,18,120,3,14
site7,18,140,9,3
site7,18,150,-5,14
site7,19,340,3,0
site7,19,10,1,13
site7,19,10,1,11
site7,19,10,3,7
site7,19,340,1,0
site7,19,340,-7,4
site7,19,330,3,15
site7,19,320,1,7
site7,19,0,-1,10
site7,19,350,9,16
site7,19,310,5,14
site7,19,320,13,9
site7,19,310,-3,13
site7,19,310,13,16
site7,19,350,9,5
site7,19,0,7,9
site7,19,340,-1,13
site7,19,350,7,6
site7,19,340,5,8
site7,19,310,7,4
site8,20,195,14,0
site8,20,225,20,4
site8,20,215,10,12
site8,20,165,12,1
site8,20,195,16,11
site8,20,225,6,4
site8,20,165,10,0
site8,20,225,8,13
site8,20,165,22,4
site8,20,185,20,14
site8,20,165,10,13
site8,20,225,10,9
site8,20,195,6,12
site8,20,165,12,2
site8,20,215,16,6
site8,20,175,18,15
site8,20,175,18,14
site8,20,215,12,11
site8,20,175,12,12
site8,20,165,18,1
site8,21,40,18,0
site8,21,60,24,1
site8,21,60,24,11
site8,21,10,14,12
site8,21,10,28,3
site8,21,70,28,9
site8,21,70,22,15
site8,21,40,20,9
site8,21,50,26,16
site8,21,50,12,10
site8,21,40,12,0
site8,21,50,12,0
site8,21,30,8,4
site8,21,70,12,1
site8,21,20,10,1
site8,21,10,20,8
site8,21,20,10,6
site8,21,60,10,2
site8,21,50,18,13
site8,21,40,14,16
site8,22,280,10,0
site8,22,250,16,4
site8,22,290,10,15
site8,22,260,14,9
site8,22,280,12,13
site8,22,290,12,11
site8,22,300,8,12
site8,22,290,0,12
site8,22,310,6,1
site8,22,310,4,2
site8,22,280,16,8
site8,22,280,16,1
site8,22,310,0,0
site8,22,300,10,6
site8,22,290,16,12
site8,22,300,12,11
site8,22,310,0,10
site8,22,250,18,10
site8,22,280,2,12
site8,22,290,14,6
site9,23,190,10,0
site9,23,200,20,6
site9,23,160,6,6
site9,23,200,12,9
site9,23,210,10,2
site9,23,160,18,4
site9,23,170,16,1
site9,23,170,4,12
site9,23,220,14,5
site9,23,220,18,13
site9,23,190,6,5
site9,23,180,2,12
site9,23,220,14,7
site9,23,170,12,0
site9,23,170,8,2
site9,23,190,16,9
site9,23,180,8,3
site9,23,180,18,9
site9,23,200,12,13
site9,23,170,10,14
site9,24,20,16,0
site9,24,40,20,0
site9,24,20,10,2
site9,24,40,26,12
site9,24,30,16,3
site9,24,350,14,12
site9,24,0,20,3
site9,24,0,14,11
site9,24,40,14,1
site9,24,0,14,10
site9,24,40,18,15
site9,24,30,22,9
site9,24,0,20,10
site9,24,350,26,15
site9,24,10,24,9
site9,24,10,16,0
site9,24,350,12,2
site9,24,20,14,3
site9,24,20,18,2
site9,24,10,16,7
site9,25,100,10,0
site9,25,80,4,15
site9,25,70,12,10
site9,25,130,20,12
site9,25,80,6,12
site9,25,120,6,0
site9,25,120,12,0
site9,25,100,0,15
site9,25,70,20,0
site9,25,100,18,14
site9,25,120,6,8
site9,25,120,6,16
site9,25,100,4,3
site9,25,70,20,11
site9,25,110,18,12
site9,25,100,0,10
site9,25,70,16,15
site9,25,130,2,15
site9,25,100,20,6
site9,25,80,10,9
site10,26,180,3,0
site10,26,210,7,7
site10,26,160,-5,13
site10,26,150,13,6
site10,26,210,3,14
site10,26,150,3,7
site10,26,180,-5,9
site10,26,200,3,0
site10,26,150,11,7
site10,26,190,-1,0
site10,26,210,1,16
site10,26,160,5,10
site10,26,190,-3,16
site10,26,190,9,1
site10,26,170,3,13
site10,26,200,13,10
site10,26,170,1,10
site10,26,160,9,11
site10,26,180,-5,15
site10,26,210,11,14
site10,27,60,3,0
site10,27,40,11,11
site10,27,50,7,5
site10,27,70,1,7
site10,27,50,-5,6
site10,27,40,-7,13
site10,27,90,11,4
site10,27,80,-3,12
site10,27,80,1,12
site10,27,40,3,10
site10,27,80,-7,1
site10,27,60,-7,11
site10,27,70,1,1
site10,27,70,3,10
site10,27,60,-5,4
site10,27,50,7,3
site10,27,90,-3,8
site10,27,40,9,13
site10,27,30,9,16
site10,27,30,5,7
site10,28,300,3,0
site10,28,320,-1,11
site10,28,280,-5,8
site10,28,320,11,6
site10,28,330,9,13
site10,28,270,1,1
site10,28,330,13,15
site10,28,280,-5,5
site10,28,330,-7,0
site10,28,290,-5,3
site10,28,290,9,14
site10,28,320,-5,7
site10,28,310,9,1
site10,28,270,-7,15
site10,28,280,-1,13
site10,28,290,-7,11
site10,28,290,3,8
site10,28,290,3,10
site10,28,310,5,6
site10,28,320,-3,0
site11,29,280,2,0
site11,29,310,8,12
site11,29,260,-4,2
site11,29,310,6,1
site11,29,270,-6,8
site11,29,310,-8,3
site11,29,280,8,8
site11,29,310,-6,7
site11,29,300,6,14
site11,29,310,12,4
site11,29,300,-4,7
site11,29,310,6,0
site11,29,280,-6,11
site11,29,250,0,14
site11,29,290,-4,5
site11,29,250,0,0
site11,29,310,6,8
site11,29,300,0,7
site11,29,270,8,14
site11,29,290,-4,11
site11,30,100,2,0
site11,30,70,-6,12
site11,30,110,10,4
site11,30,110,-8,14
site11,30,90,0,0
site11,30,130,-8,14
site11,30,130,-6,4
site11,30,80,-8,14
site11,30,100,12,13
site11,30,100,4,2
site11,30,80,-4,1
site11,30,90,10,15
site11,30,70,2,12
site11,30,80,2,4
site11,30,90,-4,7
site11,30,100,10,4
site11,30,90,0,2
site11,30,100,12,4
site11,30,70,-8,9
site11,30,80,10,2
site12,31,295,20,0
site12,31,295,18,0
site12,31,315,14,3
site12,31,275,18,1
site12,31,315,26,4
site12,31,275,26,11
site12,31,315,18,12
site12,31,305,30,3
site12,31,315,26,11
site12,31,265,24,4
site12,31,265,14,7
site12,31,275,26,5
site12,31,295,30,15
site12,31,295,24,15
site12,31,265,12,5
site12,31,265,24,6
site12,31,315,28,12
site12,31,325,20,13
site12,31,265,30,1
site12,31,325,30,2
site12,32,50,8,0
site12,32,70,6,6
site12,32,60,6,10
site12,32,70,6,16
site12,32,30,8,7
site12,32,60,-2,12
site12,32,40,6,11
site12,32,50,14,2
site12,32,80,2,15
site12,32,30,-2,2
site12,32,20,4,7
site12,32,20,2,15
site12,32,20,14,1
site12,32,60,12,7
site12,32,50,2,6
site12,32,40,12,8
site12,32,20,18,15
site12,32,60,8,6
site12,32,20,14,9
site12,32,80,14,13
site12,33,165,13,0
site12,33,175,21,8
site12,33,185,21,11
site12,33,155,23,6
site12,33,165,5,4
site12,33,195,13,7
site12,33,165,23,6
site12,33,165,9,9
site12,33,185,19,3
site12,33,165,21,5
site12,33,165,9,7
site12,33,165,5,7
site12,33,175,19,5
site12,33,185,13,3
site12,33,185,13,13
site12,33,185,11,0
site12,33,165,9,10
site12,33,185,19,0
site12,33,185,17,9
site12,33,195,5,15
site13,34,120,2,0
site13,34,140,12,14
site13,34,130,-2,5
site13,34,120,-8,7
site13,34,130,10,2
site13,34,110,4,10
site13,34,120,-4,0
site13,34,140,-4,7
site13,34,140,-8,11
site13,34,110,10,7
site13,34,100,10,11
site13,34,100,-2,3
site13,34,150,12,12
site13,34,90,6,14
site13,34,90,10,13
site13,34,150,6,0
site13,34,90,6,9
site13,34,120,-2,10
site13,34,90,-4,3
site13,34,90,-8,6
site13,35,240,2,0
site13,35,240,-6,7
site13,35,210,12,10
site13,35,220,-8,3
site13,35,240,-8,10
site13,35,270,2,13
site13,35,230,0,3
site13,35,230,8,8
site13,35,210,12,11
site13,35,230,2,8
site13,35,240,8,11
site13,35,210,4,3
site13,35,250,12,12
site13,35,220,4,11
site13,35,240,-8,11
site13,35,240,-2,4
site13,35,230,-8,16
site13,35,260,-2,5
site13,35,240,2,7
site13,35,260,8,4
site13,36,0,2,0
site13,36,30,10,15
site13,36,0,10,15
site13,36,20,-6,2
site13,36,340,12,1
site13,36,10,-4,6
site13,36,30,4,6
site13,36,0,-4,11
site13,36,10,-6,16
site13,36,30,10,0
site13,36,30,8,11
site13,36,30,8,0
site13,36,30,-2,11
site13,36,20,4,3
site13,36,350,2,11
site13,36,20,0,0
site13,36,20,0,10
site13,36,30,-6,9
site13,36,10,-2,8
site13,36,10,-6,10
site14,37,140,10,0
site14,37,160,6,3
site14,37,120,6,4
site14,37,120,8,3
site14,37,140,0,1
site14,37,170,10,0
site14,37,110,16,7
site14,37,170,20,8
site14,37,120,18,14
site14,37,170,0,4
site14,37,110,8,13
site14,37,120,10,15
site14,37,150,14,3
site14,37,160,6,0
site14,37,150,20,16
site14,37,130,4,4
site14,37,110,6,4
site14,37,120,6,11
site14,37,160,12,0
site14,37,120,16,6
site14,38,220,10,0
site14,38,200,2,7
site14,38,230,2,10
site14,38,230,4,14
site14,38,200,16,2
site14,38,220,14,16
site14,38,230,20,8
site14,38,210,6,5
site14,38,230,14,11
site14,38,250,0,7
site14,38,220,12,3
site14,38,200,6,10
site14,38,190,2,8
site14,38,200,20,15
site14,38,240,18,16
site14,38,250,12,3
site14,38,220,16,1
site14,38,220,6,8
site14,38,190,4,7
site14,38,190,4,1
site14,39,350,12,0
site14,39,20,10,10
site14,39,10,20,11
site14,39,20,18,2
site14,39,10,16,5
site14,39,330,16,0
site14,39,20,20,14
site14,39,330,22,0
site14,39,10,6,4
site14,39,330,18,13
site14,39,10,8,9
site14,39,0,12,14
site14,39,10,4,2
site14,39,320,6,16
site14,39,320,6,14
site14,39,350,20,12
site14,39,320,2,14
site14,39,330,4,9
site14,39,330,14,13
site14,39,330,4,7
site15,40,250,3,0
site15,40,250,5,5
site15,40,260,-1,3
site15,40,260,9,3
site15,40,270,-7,1
site15,40,240,-3,0
site15,40,260,7,5
site15,40,250,9,7
site15,40,240,-3,11
site15,40,220,5,6
site15,40,220,-1,8
site15,40,250,5,11
site15,40,250,13,5
site15,40,230,1,7
site15,40,260,-1,13
site15,40,270,-7,10
site15,40,260,9,4
site15,40,230,1,10
site15,40,230,3,4
site15,40,280,-3,7
site15,41,140,3,0
site15,41,150,5,14
site15,41,140,-1,12
site15,41,110,3,14
site15,41,110,1,11
site15,41,140,7,0
site15,41,130,13,4
site15,41,110,5,3
site15,41,150,9,7
site15,41,130,-3,2
site15,41,110,7,5
site15,41,130,5,4
site15,41,150,7,14
site15,41,120,5,7
site15,41,120,5,0
site15,41,130,1,5
site15,41,170,-5,9
site15,41,130,1,9
site15,41,170,-7,8
site15,41,160,13,11
site15,42,0,3,0
site15,42,340,9,3
site15,42,0,-5,7
site15,42,0,-7,12
site15,42,340,11,13
site15,42,20,-3,0
site15,42,340,-3,10
site15,42,330,11,14
site15,42,350,5,12
site15,42,10,7,9
site15,42,20,9,2
site15,42,330,13,1
site15,42,20,1,16
site15,42,20,3,13
site15,42,350,7,6
site15,42,30,-7,0
site15,42,350,3,13
site15,42,330,-1,16
site15,42,330,9,15
site15,42,0,1,2
site16,43,230,3,0
site16,43,210,1,11
site16,43,220,11,1
site16,43,210,1,16
site16,43,260,1,4
site16,43,250,1,0
site16,43,260,13,4
site16,43,210,-3,9
site16,43,200,7,8
site16,43,220,3,3
site16,43,220,9,10
site16,43,260,5,6
site16,43,260,3,8
site16,43,200,11,11
site16,43,200,-1,1
site16,43,230,7,13
site16,43,260,7,0
site16,43,200,11,2
site16,43,250,1,10
site16,43,240,5,12
site16,44,20,3,0
site16,44,40,3,13
site16,44,40,7,15
site16,44,20,-7,11
site16,44,30,-7,9
site16,44,30,7,5
site16,44,30,13,16
site16,44,20,-3,15
site16,44,20,5,7
site16,44,40,9,0
site16,44,30,9,14
site16,44,50,-3,3
site16,44,20,11,14
site16,44,50,11,5
site16,44,30,-1,14
site16,44,50,-3,10
site16,44,0,-3,3
site16,44,40,7,7
site16,44,40,-1,15
site16,44,10,-5,4
site17,45,130,3,0
site17,45,100,1,7
site17,45,150,-5,7
site17,45,160,13,6
site17,45,120,-5,4
site17,45,120,7,6
site17,45,150,1,2
site17,45,130,-5,16
site17,45,160,11,1
site17,45,150,13,10
site17,45,130,-3,15
site17,45,140,-5,14
site17,45,130,-1,0
site17,45,100,3,7
site17,45,100,5,4
site17,45,130,13,4
site17,45,160,13,8
site17,45,140,-1,8
site17,45,120,-5,9
site17,45,160,13,13
site17,46,45,3,0
site17,46,45,3,4
site17,46,45,-3,7
site17,46,65,-5,3
site17,46,25,13,8
site17,46,25,13,0
site17,46,65,-1,1
site17,46,65,5,8
site17,46,15,7,11
site17,46,25,9,8
site17,46,15,11,6
site17,46,75,9,2
site17,46,25,-5,14
site17,46,15,-1,11
site17,46,65,11,9
site17,46,15,-7,8
site17,46,65,3,9
site17,46,55,-1,8
site17,46,35,3,1
site17,46,45,11,8
site17,47,225,3,0
site17,47,225,-3,15
site17,47,205,-3,8
site17,47,205,13,5
site17,47,235,7,13
site17,47,215,9,5
site17,47,195,1,1
site17,47,205,7,3
site17,47,225,1,7
site17,47,235,9,5
site17,47,225,1,1
site17,47,225,3,7
site17,47,225,7,11
site17,47,255,11,12
site17,47,195,-7,16
site17,47,235,11,14
site17,47,255,-7,10
site17,47,225,13,16
site17,47,195,-5,4
site17,47,225,9,6
site18,48,340,3,0
site18,48,310,9,4
site18,48,10,7,6
site18,48,330,1,5
site18,48,0,-3,12
site18,48,350,13,1
site18,48,350,1,0
site18,48,0,11,8
site18,48,330,-7,15
site18,48,310,-5,13
site18,48,310,11,13
site18,48,0,-7,3
site18,48,0,13,16
site18,48,330,9,9
site18,48,0,3,9
site18,48,330,7,6
site18,48,0,5,10
site18,48,0,3,5
site18,48,330,5,16
site18,48,310,-3,15
site18,49,240,3,0
site18,49,240,3,4
site18,49,230,-5,9
site18,49,250,-5,7
site18,49,230,-1,2
site18,49,250,9,3
site18,49,250,-1,15
site18,49,250,13,7
site18,49,250,3,6
site18,49,230,9,7
site18,49,250,-1,10
site18,49,270,3,14
site18,49,250,13,14
site18,49,230,5,3
site18,49,240,-5,9
site18,49,250,-5,15
site18,49,210,9,2
site18,49,270,-5,10
site18,49,250,-3,10
site18,49,210,11,6
site18,50,80,3,0
site18,50,100,5,15
site18,50,100,1,14
site18,50,110,-3,3
site18,50,50,7,13
site18,50,70,-1,8
site18,50,80,3,14
site18,50,60,-1,6
site18,50,110,5,15
site18,50,60,13,15
site18,50,50,13,7
site18,50,70,-1,11
site18,50,90,3,11
site18,50,80,3,13
site18,50,80,7,6
site18,50,80,-7,11
site18,50,80,11,16
site18,50,110,-1,8
site18,50,70,-3,15
site18,50,80,-1,9
site20,54,260,11,0
site20,54,280,15,4
site20,54,280,1,14
site20,54,290,11,15
site20,54,270,3,4
site20,54,240,7,12
site20,54,240,21,5
site20,54,280,11,0
site20,54,280,13,12
site20,54,230,5,14
site20,54,240,15,6
site20,54,270,21,12
site20,54,230,1,2
site20,54,260,9,5
site20,54,240,5,5
site20,54,290,21,6
site20,54,280,9,9
site20,54,270,11,12
site20,54,280,11,2
site20,54,290,17,6
site20,55,150,8,0
site20,55,150,6,11
site20,55,160,2,8
site20,55,180,18,3
site20,55,120,0,16
site20,55,180,-2,1
site20,55,170,8,8
site20,55,120,-2,8
site20,55,160,10,15
site20,55,160,0,12
site20,55,160,0,11
site20,55,150,16,8
site20,55,180,4,3
site20,55,150,14,11
site20,55,130,6,11
site20,55,180,6,1
site20,55,160,8,11
site20,55,180,10,4
site20,55,150,-2,9
site20,55,180,8,1
site20,56,20,7,0
site20,56,350,11,14
site20,56,350,3,0
site20,56,50,11,15
site20,56,0,-1,8
site20,56,0,5,9
site20,56,30,3,1
site20,56,30,17,5
site20,56,30,-3,16
site20,56,0,7,5
site20,56,350,1,0
site20,56,40,17,10
site20,56,0,-3,12
site20,56,50,3,2
site20,56,0,11,11
site20,56,30,1,7
site20,56,0,-1,1
site20,56,10,15,9
site20,56,40,-3,5
site20,56,0,3,5
site21,57,270,15,0
site21,57,260,15,2
site21,57,280,7,4
site21,57,250,15,12
site21,57,260,15,4
site21,57,270,7,0
site21,57,290,9,9
site21,57,270,21,1
site21,57,260,7,13
site21,57,290,11,4
site21,57,250,17,4
site21,57,260,15,0
site21,57,300,11,15
site21,57,250,23,12
site21,57,290,15,14
site21,57,260,21,9
site21,57,300,19,3
site21,57,270,9,3
site21,57,300,15,0
site21,57,250,9,9
site21,58,130,12,0
site21,58,160,20,8
site21,58,110,2,16
site21,58,110,16,6
site21,58,110,10,6
site21,58,120,2,13
site21,58,130,20,7
site21,58,140,18,2
site21,58,110,18,1
site21,58,130,4,2
site21,58,120,6,11
site21,58,150,14,2
site21,58,110,4,10
site21,58,120,2,6
site21,58,100,14,9
site21,58,140,20,1
site21,58,140,6,4
site21,58,150,12,3
site21,58,140,8,15
site21,58,150,2,2
site21,59,60,5,0
site21,59,60,-1,11
site21,59,50,-1,9
site21,59,30,15,12
site21,59,30,13,1
site21,59,70,-3,8
site21,59,90,-5,16
site21,59,60,-5,9
site21,59,70,-5,0
site21,59,40,1,15
site21,59,60,-5,12
site21,59,70,3,16
site21,59,50,-5,13
site21,59,70,7,14
site21,59,70,15,11
site21,59,40,13,5
site21,59,50,15,2
site21,59,90,3,10
site21,59,70,9,4
site21,59,50,11,9
