BS,ant,Azimuth,Tilt,Beam Pattern
site2,5,125,4,10
site2,5,115,4,14
site2,5,155,10,4
site2,5,95,14,5
site2,6,175,5,0
site2,6,145,-5,15
site2,6,145,1,8
site2,6,195,5,11
site2,6,155,11,9
site2,6,175,11,15
site2,6,165,3,1
site2,6,145,15,7
site2,6,185,3,8
site2,6,165,-1,2
site2,6,195,15,13
site2,6,185,13,11
site2,6,175,15,5
site2,6,195,-1,4
site2,6,145,-3,12
site2,6,195,-3,13
site2,6,145,13,15
site2,6,195,11,5
site2,6,175,-1,8
site2,6,185,-1,5
site3,7,170,3,0
site3,7,140,5,4
site3,7,190,9,12
site3,7,150,-5,12
site3,7,180,13,10
site3,7,180,7,10
site3,7,140,7,13
site3,7,170,7,8
site3,7,180,3,0
site3,7,150,13,14
site3,7,190,-3,16
site3,7,140,-1,3
site3,7,190,7,8
site3,7,150,3,0
site3,7,150,11,7
site3,7,200,11,5
site3,7,170,1,13
site3,7,170,11,9
site3,7,180,-3,2
site3,7,160,-1,4
site3,8,0,3,0
site3,8,30,9,5
site3,8,330,-3,7
site3,8,10,-5,10
site3,8,330,3,2
site3,8,330,9,15
site3,8,0,-1,9
site3,8,20,-7,8
site3,8,330,-7,15
site3,8,340,1,1
site3,8,350,11,15
site3,8,350,1,9
site3,8,330,1,1
site3,8,10,-5,11
site3,8,20,11,9
site3,8,330,7,0
site3,8,20,7,13
site3,8,340,-7,8
site3,8,330,-1,15
site3,8,350,5,2
site3,9,270,3,0
site3,9,250,9,14
site3,9,250,-7,10
site3,9,280,7,12
site3,9,270,1,12
site3,9,250,13,7
site3,9,260,1,9
site3,9,300,1,15
site3,9,260,9,3
site3,9,260,-1,10
site3,9,280,3,1
site3,9,250,1,8
site3,9,280,9,5
site3,9,300,-1,11
site3,9,290,7,8
site3,9,290,9,10
site3,9,300,7,7
site3,9,290,1,4
site3,9,260,-3,14
site3,9,260,-5,12
site4,10,60,3,0
site4,10,40,-5,4
site4,10,70,9,1
site4,10,30,-7,4
site4,10,70,9,16
site4,10,60,-7,7
site4,10,30,-3,4
site4,10,50,-1,4
site4,10,70,13,10
site4,10,30,-3,10
site4,10,30,3,2
site4,10,70,13,4
site4,10,70,7,2
site4,10,30,9,15
site4,10,30,-1,15
site4,10,80,1,9
site4,10,50,13,0
site4,10,50,1,16
site4,10,80,7,7
site4,10,50,-5,0
site4,11,330,3,0
site4,11,310,-1,16
site4,11,350,11,1
site4,11,320,11,0
site4,11,310,9,13
site4,11,0,1,12
site4,11,340,13,10
site4,11,350,13,0
site4,11,0,5,7
site4,11,350,5,1
site4,11,340,5,16
site4,11,350,-1,0
site4,11,300,-7,7
site4,11,330,11,16
site4,11,310,-1,15
site4,11,0,13,11
site4,11,300,-5,11
site4,11,350,-1,3
site4,11,0,-3,13
site4,11,340,9,8
site5,12,345,12,0
site5,12,345,18,9
site5,12,355,18,1
site5,12,355,14,8
site5,12,15,10,2
site5,12,355,2,5
site5,12,345,8,4
site5,12,345,6,2
site5,12,355,18,14
site5,12,345,22,9
site5,12,315,2,10
site5,12,345,18,8
site5,12,325,2,13
site5,12,325,4,8
site5,12,325,2,11
site5,12,335,20,2
site5,12,325,8,16
site5,12,355,22,9
site5,12,15,12,11
site5,12,5,12,6
site5,13,190,7,0
site5,13,170,7,8
site5,13,190,17,7
site5,13,160,13,13
site5,13,210,3,6
site5,13,200,-1,6
site5,13,170,3,9
site5,13,160,1,8
site5,13,160,7,10
site5,13,170,-1,11
site5,13,200,9,8
site5,13,210,3,11
site5,13,200,1,10
site5,13,200,17,4
site5,13,160,9,11
site5,13,180,-3,14
site5,13,180,11,0
site5,13,220,9,0
site5,13,220,1,16
site5,13,210,-3,4
site5,14,75,12,0
site5,14,95,18,7
site5,14,65,8,7
site5,14,105,16,0
site5,14,75,12,15
site5,14,65,2,6
site5,14,65,10,1
site5,14,105,2,10
site5,14,65,22,0
site5,14,95,16,11
site5,14,85,22,2
site5,14,45,10,5
site5,14,105,20,8
site5,14,65,22,15
site5,14,95,16,9
site5,14,65,16,14
site5,14,95,6,12
site5,14,55,10,8
site5,14,95,12,16
site5,14,65,14,7
site6,15,260,3,0
site6,15,240,13,11
site6,15,290,-3,4
site6,15,250,11,1
site6,15,280,3,1
site6,15,270,11,12
site6,15,280,3,10
site6,15,290,13,3
site6,15,250,13,3
site6,15,290,1,8
site6,15,230,-7,7
site6,15,230,-7,3
site6,15,230,3,13
site6,15,260,-3,0
site6,15,240,5,0
site6,15,280,1,2
site6,15,280,5,7
site6,15,230,5,5
site6,15,250,3,3
site6,15,290,13,0
site6,16,190,3,0
site6,16,200,7,12
site6,16,170,9,8
site6,16,170,13,14
site6,16,170,-7,8
site6,16,180,13,14
site6,16,170,-7,6
site6,16,170,-3,9
site6,16,190,11,4
site6,16,180,9,10
site6,16,160,-1,9
site6,16,190,5,3
site6,16,190,11,8
site6,16,190,-5,14
site6,16,190,1,3
site6,16,200,13,12
site6,16,170,-5,15
site6,16,180,5,11
site6,16,190,5,5
site6,16,180,5,8
site6,17,350,3,0
site6,17,350,3,16
site6,17,20,-5,16
site6,17,10,-7,1
site6,17,0,13,13
site6,17,340,7,13
site6,17,0,7,10
site6,17,330,-7,6
site6,17,20,3,15
site6,17,20,-1,10
site6,17,330,1,11
site6,17,330,5,14
site6,17,20,7,7
site6,17,20,-1,8
site6,17,10,11,11
site6,17,10,-5,3
site6,17,340,7,8
site6,17,320,3,13
site6,17,350,9,13
site6,17,330,-1,9
site7,18,140,3,0
site7,18,150,9,10
site7,18,160,-5,9
site7,18,110,-5,5
site7,18,160,5,16
site7,18,130,11,5
site7,18,170,-3,1
site7,18,140,9,0
site7,18,170,13,11
site7,18,130,7,14
site7,18,110,-1,14
site7,18,120,11,7
site7,18,140,7,9
site7,18,140,9,14
site7,18,130,-5,11
site7,18,110,13,0
site7,18,150,1,7
site7,18,130,5,0
site7,18,120,-5,8
site7,18,170,9,13
site7,19,340,3,0
site7,19,320,7,9
site7,19,310,13,7
site7,19,330,3,11
site7,19,320,-1,15
site7,19,310,13,8
site7,19,320,13,4
site7,19,340,-3,2
site7,19,310,3,1
site7,19,310,9,9
site7,19,0,7,7
site7,19,10,-3,15
site7,19,0,9,16
site7,19,350,-3,3
site7,19,330,1,4
site7,19,330,-1,13
site7,19,340,-5,15
site7,19,10,3,4
site7,19,10,-1,10
site7,19,350,3,12
site8,20,195,14,0
site8,20,225,6,12
site8,20,165,4,15
site8,20,205,8,12
site8,20,225,16,1
site8,20,205,24,0
site8,20,165,14,3
site8,20,205,24,9
site8,20,175,24,6
site8,20,165,22,8
site8,20,195,24,16
site8,20,225,22,2
site8,20,215,4,4
site8,20,185,14,12
site8,20,185,8,0
site8,20,215,16,3
site8,20,195,16,5
site8,20,225,24,5
site8,20,225,16,7
site8,20,185,4,16
site8,21,40,18,0
site8,21,40,18,8
site8,21,10,14,12
site8,21,50,24,3
site8,21,20,8,10
site8,21,40,20,14
site8,21,30,20,16
site8,21,60,28,6
site8,21,20,8,16
site8,21,40,10,8
site8,21,40,24,14
site8,21,40,18,3
site8,21,60,22,16
site8,21,20,16,11
site8,21,20,22,6
site8,21,40,26,2
site8,21,10,22,8
site8,21,50,20,10
site8,21,50,8,6
site8,21,60,16,10
site8,22,280,10,0
site8,22,270,14,8
site8,22,270,10,7
site8,22,300,10,5
site8,22,260,16,12
site8,22,260,16,9
site8,22,270,2,3
site8,22,250,20,1
site8,22,260,14,10
site8,22,270,8,10
site8,22,270,4,9
site8,22,260,14,14
site8,22,280,16,15
site8,22,310,14,0
site8,22,270,12,9
site8,22,260,14,13
site8,22,290,18,6
site8,22,290,4,7
site8,22,300,0,13
site8,22,260,12,5
site9,23,190,10,0
site9,23,180,2,11
site9,23,170,18,3
site9,23,180,20,15
site9,23,160,18,3
site9,23,160,20,3
site9,23,180,8,9
site9,23,200,12,11
site9,23,200,16,10
site9,23,200,6,3
site9,23,180,6,0
site9,23,180,12,12
site9,23,170,12,2
site9,23,210,18,5
site9,23,220,6,11
site9,23,160,8,10
site9,23,160,20,2
site9,23,170,8,12
site9,23,160,14,5
site9,23,190,4,2
site9,24,20,16,0
site9,24,350,22,9
site9,24,0,12,15
site9,24,40,18,8
site9,24,10,18,9
site9,24,30,16,12
site9,24,350,16,1
site9,24,0,22,1
site9,24,30,10,10
site9,24,40,8,15
site9,24,10,8,8
site9,24,30,20,10
site9,24,30,14,4
site9,24,50,22,6
site9,24,20,22,1
site9,24,50,24,1
site9,24,30,6,8
site9,24,10,14,1
site9,24,0,6,15
site9,24,10,16,5
site9,25,100,10,0
site9,25,100,20,7
site9,25,90,2,15
site9,25,110,12,16
site9,25,80,16,16
site9,25,110,14,11
site9,25,80,6,2
site9,25,80,0,0
site9,25,120,10,6
site9,25,130,0,16
site9,25,70,2,15
site9,25,130,6,7
site9,25,110,14,2
site9,25,90,20,13
site9,25,80,16,10
site9,25,70,2,14
site9,25,120,10,3
site9,25,110,18,3
site9,25,90,4,1
site9,25,80,16,6
site10,26,180,3,0
site10,26,170,1,15
site10,26,200,11,15
site10,26,160,11,3
site10,26,160,9,1
site10,26,180,3,6
site10,26,210,-3,1
site10,26,170,9,1
site10,26,210,3,8
site10,26,160,9,9
site10,26,200,-1,3
site10,26,170,9,15
site10,26,150,7,12
site10,26,160,-5,10
site10,26,210,5,6
site10,26,190,-3,7
site10,26,180,3,5
site10,26,150,9,8
site10,26,150,1,14
site10,26,150,5,15
site10,27,60,3,0
site10,27,40,-5,10
site10,27,30,11,7
site10,27,40,-5,3
site10,27,90,7,4
site10,27,50,7,10
site10,27,80,-5,11
site10,27,40,5,8
site10,27,50,7,0
site10,27,70,9,10
site10,27,60,5,15
site10,27,40,5,11
site10,27,40,-7,0
site10,27,30,1,6
site10,27,70,-1,0
site10,27,80,1,13
site10,27,70,7,4
site10,27,40,-5,0
site10,27,50,-7,10
site10,27,30,11,8
site10,28,300,3,0
site10,28,320,3,10
site10,28,310,-5,10
site10,28,270,13,13
site10,28,270,-7,4
site10,28,290,5,7
site10,28,320,3,7
site10,28,310,7,10
site10,28,310,-7,9
site10,28,320,5,14
site10,28,320,-3,4
site10,28,300,-7,13
site10,28,310,5,10
site10,28,330,-7,8
site10,28,300,-3,15
site10,28,270,-1,2
site10,28,270,-7,13
site10,28,330,-3,14
site10,28,280,13,1
site10,28,310,7,3
site11,29,280,2,0
site11,29,260,-8,11
site11,29,300,-6,13
site11,29,250,12,0
site11,29,280,4,14
site11,29,300,0,8
site11,29,300,2,11
site11,29,300,-8,8
site11,29,310,12,15
site11,29,310,-2,6
site11,29,260,-2,1
site11,29,260,2,8
site11,29,250,-6,13
site11,29,260,-6,9
site11,29,270,2,9
site11,29,300,10,8
site11,29,260,8,1
site11,29,310,-4,12
site11,29,260,0,12
site11,29,280,-8,8
site11,30,100,2,0
site11,30,90,0,7
site11,30,100,-2,1
site11,30,80,-2,15
site11,30,110,-4,1
site11,30,130,-6,6
site11,30,100,-8,2
site11,30,90,-6,3
site11,30,130,2,4
site11,30,100,10,11
site11,30,80,-8,2
site11,30,110,6,4
site11,30,100,-8,8
site11,30,70,-2,3
site11,30,120,8,5
site11,30,100,4,6
site11,30,100,-6,3
site11,30,120,2,14
site11,30,130,4,0
site11,30,90,-4,9
site12,31,295,20,0
site12,31,265,12,9
site12,31,285,20,10
site12,31,285,16,8
site12,31,305,12,15
site12,31,305,28,10
site12,31,315,12,13
site12,31,275,10,16
site12,31,305,16,15
site12,31,285,10,8
site12,31,305,24,7
site12,31,265,24,4
site12,31,265,16,6
site12,31,305,28,13
site12,31,325,26,14
site12,31,295,12,7
site12,31,285,22,16
site12,31,295,30,6
site12,31,305,26,14
site12,31,315,22,1
site12,32,50,8,0
site12,32,40,12,14
site12,32,60,8,15
site12,32,80,4,3
site12,32,70,18,1
site12,32,40,16,8
site12,32,30,12,1
site12,32,50,4,1
site12,32,40,10,4
site12,32,80,6,5
site12,32,60,-2,10
site12,32,20,12,13
site12,32,70,12,14
site12,32,60,2,10
site12,32,50,-2,5
site12,32,70,-2,16
site12,32,30,0,2
site12,32,40,6,15
site12,32,60,4,15
site12,32,40,10,14
site12,33,165,13,0
site12,33,195,7,11
site12,33,135,15,2
site12,33,165,17,16
site12,33,185,9,4
site12,33,175,13,15
site12,33,145,3,10
site12,33,195,23,16
site12,33,185,13,5
site12,33,155,17,7
site12,33,145,9,5
site12,33,195,5,8
site12,33,185,9,10
site12,33,175,13,5
site12,33,185,3,4
site12,33,165,21,1
site12,33,165,11,12
site12,33,145,3,9
site12,33,155,11,12
site12,33,135,5,6
site13,34,120,2,0
site13,34,150,6,14
site13,34,120,12,11
site13,34,90,-6,2
site13,34,100,10,13
site13,34,90,10,10
site13,34,120,4,7
site13,34,140,12,13
site13,34,150,8,11
site13,34,130,4,10
site13,34,100,6,12
site13,34,130,12,5
site13,34,100,-8,12
site13,34,150,2,3
site13,34,100,-4,13
site13,34,130,0,4
site13,34,130,12,12
site13,34,130,8,11
site13,34,130,-8,1
site13,34,140,10,0
site13,35,240,2,0
site13,35,270,12,16
site13,35,250,10,3
site13,35,250,-4,4
site13,35,220,-2,11
site13,35,220,-8,1
site13,35,240,12,9
site13,35,270,-4,16
site13,35,220,8,16
site13,35,230,12,8
site13,35,220,2,9
site13,35,260,2,6
site13,35,250,-8,4
site13,35,210,-8,6
site13,35,250,-8,12
site13,35,250,12,15
site13,35,260,2,7
site13,35,210,8,12
site13,35,210,0,0
site13,35,230,-8,15
site13,36,0,2,0
site13,36,10,10,13
site13,36,10,12,2
site13,36,20,-4,0
site13,36,340,10,7
site13,36,20,8,6
site13,36,30,-4,1
site13,36,330,-2,0
site13,36,340,-6,12
site13,36,0,4,5
site13,36,30,2,5
site13,36,30,10,4
site13,36,10,2,15
site13,36,350,-8,3
site13,36,330,4,4
site13,36,10,-2,6
site13,36,0,12,7
site13,36,20,6,15
site13,36,20,-2,1
site13,36,30,0,11
site14,37,140,10,0
site14,37,120,18,13
site14,37,110,12,2
site14,37,160,10,11
site14,37,170,0,14
site14,37,150,10,6
site14,37,160,4,13
site14,37,130,6,16
site14,37,120,10,3
site14,37,140,8,12
site14,37,110,18,9
site14,37,120,4,10
site14,37,130,4,9
site14,37,140,18,1
site14,37,160,14,2
site14,37,150,16,10
site14,37,170,20,10
site14,37,160,16,14
site14,37,140,12,10
site14,37,120,12,2
site14,38,220,10,0
site14,38,230,16,11
site14,38,250,6,5
site14,38,200,0,9
site14,38,190,16,4
site14,38,200,2,7
site14,38,210,8,10
site14,38,250,20,9
site14,38,250,14,14
site14,38,250,0,7
site14,38,210,2,4
site14,38,210,8,15
site14,38,220,4,11
site14,38,240,18,8
site14,38,250,2,10
site14,38,250,4,3
site14,38,230,8,6
site14,38,190,14,9
site14,38,230,20,15
site14,38,250,20,12
site14,39,350,12,0
site14,39,0,16,7
site14,39,330,12,15
site14,39,0,14,14
site14,39,350,12,4
site14,39,0,6,13
site14,39,350,10,8
site14,39,330,4,14
site14,39,20,8,5
site14,39,10,6,14
site14,39,10,12,14
site14,39,330,22,0
site14,39,20,18,1
site14,39,340,12,7
site14,39,20,10,12
site14,39,10,14,7
site14,39,340,4,12
site14,39,10,8,10
site14,39,20,4,14
site14,39,10,6,16
site15,40,250,3,0
site15,40,270,-1,14
site15,40,240,-1,12
site15,40,220,11,9
site15,40,220,7,15
site15,40,230,3,3
site15,40,220,-5,10
site15,40,230,9,0
site15,40,230,-3,1
site15,40,250,7,2
site15,40,260,-3,11
site15,40,270,9,10
site15,40,280,13,16
site15,40,250,11,11
site15,40,260,-3,7
site15,40,230,11,15
site15,40,230,-5,12
site15,40,260,3,13
site15,40,220,3,9
site15,40,230,11,4
site15,41,140,3,0
site15,41,130,7,2
site15,41,150,11,12
site15,41,140,-1,8
site15,41,120,-5,16
site15,41,170,13,4
site15,41,120,-1,4
site15,41,140,13,13
site15,41,140,-1,7
site15,41,130,5,5
site15,41,140,-5,3
site15,41,110,3,9
site15,41,130,9,13
site15,41,110,-1,16
site15,41,110,5,10
site15,41,150,13,0
site15,41,150,-3,3
site15,41,120,13,14
site15,41,120,-7,5
site15,41,130,-5,3
site15,42,0,3,0
site15,42,30,1,16
site15,42,350,5,15
site15,42,0,-5,6
site15,42,330,7,12
site15,42,0,7,14
site15,42,30,1,4
site15,42,30,-7,11
site15,42,350,7,14
site15,42,20,1,0
site15,42,20,7,10
site15,42,350,11,5
site15,42,10,-5,12
site15,42,340,-5,11
site15,42,30,-3,8
site15,42,340,3,11
site15,42,340,-5,10
site15,42,30,-1,3
site15,42,340,13,6
site15,42,0,-1,14
site16,43,230,3,0
site16,43,250,-5,2
site16,43,220,7,1
site16,43,230,-1,12
site16,43,220,1,0
site16,43,260,13,3
site16,43,250,1,1
site16,43,200,11,14
site16,43,220,9,2
site16,43,260,-3,0
site16,43,210,5,15
site16,43,260,5,16
site16,43,240,13,15
site16,43,230,-1,11
site16,43,260,7,2
site16,43,200,5,4
site16,43,250,1,7
site16,43,220,7,7
site16,43,230,11,8
site16,43,250,1,14
site16,44,20,3,0
site16,44,30,5,1
site16,44,20,9,7
site16,44,40,3,11
site16,44,10,-1,0
site16,44,0,5,1
site16,44,50,1,0
site16,44,350,-7,13
site16,44,0,-3,15
site16,44,40,-7,14
site16,44,350,13,15
site16,44,50,3,7
site16,44,50,5,4
site16,44,30,-1,12
site16,44,50,-1,15
site16,44,50,7,1
site16,44,20,-5,3
site16,44,40,9,0
site16,44,50,7,12
site16,44,30,-5,9
site17,45,130,3,0
site17,45,120,-1,12
site17,45,110,7,4
site17,45,150,-7,8
site17,45,120,5,2
site17,45,100,1,13
site17,45,130,-5,9
site17,45,160,-1,6
site17,45,120,11,9
site17,45,100,7,8
site17,45,120,7,2
site17,45,160,-1,16
site17,45,150,11,4
site17,45,120,5,1
site17,45,140,1,4
site17,45,110,-3,12
site17,45,100,-5,5
site17,45,130,-7,7
site17,45,150,7,9
site17,45,160,-3,1
site17,46,45,3,0
site17,46,55,9,2
site17,46,55,-1,16
site17,46,65,13,14
site17,46,15,-7,12
site17,46,45,-7,10
site17,46,45,3,8
site17,46,25,-3,1
site17,46,65,13,0
site17,46,15,13,0
site17,46,75,-1,7
site17,46,45,3,12
site17,46,55,1,9
site17,46,15,9,0
site17,46,55,-1,4
site17,46,25,-3,9
site17,46,45,5,2
site17,46,65,9,0
site17,46,25,5,9
site17,46,75,13,15
site17,47,225,3,0
site17,47,215,-1,11
site17,47,255,-1,6
site17,47,225,-3,2
site17,47,255,-3,4
site17,47,195,3,2
site17,47,255,3,12
site17,47,245,9,12
site17,47,255,-7,2
site17,47,255,1,3
site17,47,245,9,14
site17,47,255,9,4
site17,47,225,-5,13
site17,47,245,-3,2
site17,47,215,-1,14
site17,47,215,-7,16
site17,47,205,7,5
site17,47,255,-5,16
site17,47,235,13,5
site17,47,195,9,3
site18,48,340,3,0
site18,48,320,-1,4
site18,48,310,9,5
site18,48,10,9,13
site18,48,330,11,14
site18,48,330,9,6
site18,48,320,3,5
site18,48,320,1,16
site18,48,0,1,13
site18,48,10,13,13
site18,48,330,13,10
site18,48,350,5,0
site18,48,340,5,12
site18,48,10,-7,16
site18,48,0,-1,3
site18,48,0,-5,3
site18,48,350,-1,6
site18,48,340,7,10
site18,48,330,1,12
site18,48,340,1,8
site18,49,240,3,0
site18,49,250,11,14
site18,49,250,1,12
site18,49,250,-7,3
site18,49,230,3,6
site18,49,210,9,1
site18,49,240,7,8
site18,49,210,-1,2
site18,49,220,-5,6
site18,49,250,-3,11
site18,49,260,11,4
site18,49,240,-7,1
site18,49,240,-3,10
site18,49,260,-1,2
site18,49,250,5,7
site18,49,240,13,15
site18,49,260,-7,4
site18,49,260,3,11
site18,49,270,7,0
site18,49,230,3,1
site18,50,80,3,0
site18,50,60,5,13
site18,50,110,-7,13
site18,50,70,5,16
site18,50,50,7,11
site18,50,60,1,6
site18,50,70,1,8
site18,50,80,-1,2
site18,50,60,-1,10
site18,50,100,-7,16
site18,50,50,3,13
site18,50,110,-5,12
site18,50,50,13,2
site18,50,70,3,10
site18,50,50,5,12
site18,50,100,-3,11
site18,50,70,9,5
site18,50,90,-1,13
site18,50,50,9,15
site18,50,80,-3,1
site20,54,260,11,0
site20,54,230,9,5
site20,54,270,17,10
site20,54,280,11,16
site20,54,290,1,4
site20,54,240,1,11
site20,54,260,21,2
site20,54,230,5,14
site20,54,270,5,0
site20,54,270,5,10
site20,54,290,5,16
site20,54,270,15,13
site20,54,250,3,3
site20,54,250,3,16
site20,54,280,7,1
site20,54,270,7,4
site20,54,240,11,9
site20,54,290,11,10
site20,54,280,9,15
site20,54,290,19,8
site20,55,150,8,0
site20,55,120,0,3
site20,55,120,12,15
site20,55,150,10,2
site20,55,160,16,13
site20,55,180,4,16
site20,55,140,18,12
site20,55,120,0,15
site20,55,120,12,0
site20,55,180,16,6
site20,55,130,-2,5
site20,55,140,16,11
site20,55,140,-2,16
site20,55,120,0,11
site20,55,130,12,2
site20,55,180,0,9
site20,55,130,4,13
site20,55,130,8,3
site20,55,140,14,2
site20,55,130,-2,6
site20,56,20,7,0
site20,56,40,11,0
site20,56,50,5,0
site20,56,350,5,7
site20,56,50,11,12
site20,56,50,11,16
site20,56,50,7,5
site20,56,20,13,4
site20,56,20,5,8
site20,56,10,7,4
site20,56,350,-1,13
site20,56,40,5,2
site20,56,0,3,8
site20,56,10,1,6
site20,56,40,-1,1
site20,56,0,7,5
site20,56,30,-1,11
site20,56,20,5,4
site20,56,350,1,4
site20,56,20,13,10
site21,57,270,15,0
site21,57,280,21,4
site21,57,290,7,14
site21,57,240,21,1
site21,57,260,19,8
site21,57,260,5,14
site21,57,270,9,9
site21,57,280,5,2
site21,57,240,17,5
site21,57,280,19,7
site21,57,240,9,16
site21,57,260,25,1
site21,57,270,11,14
site21,57,300,9,2
site21,57,270,9,7
site21,57,270,23,5
site21,57,300,11,5
site21,57,240,13,16
site21,57,300,5,1
site21,57,280,13,11
site21,58,130,12,0
site21,58,150,12,9
site21,58,100,8,10
site21,58,120,14,15
site21,58,100,4,2
site21,58,100,22,7
site21,58,130,20,0
site21,58,100,12,0
site21,58,130,12,9
site21,58,100,4,8
site21,58,110,20,8
site21,58,150,22,5
site21,58,110,20,16
site21,58,150,20,16
site21,58,140,8,6
site21,58,110,6,7
site21,58,100,8,9
site21,58,140,4,8
site21,58,140,14,12
site21,58,110,18,4
site21,59,60,5,0
site21,59,50,-1,3
site21,59,50,1,12
site21,59,40,3,9
site21,59,40,-5,12
site21,59,60,11,5
site21,59,70,3,10
site21,59,40,15,9
site21,59,90,5,3
site21,59,60,3,6
site21,59,40,-1,10
site21,59,80,13,14
site21,59,70,-5,11
site21,59,80,5,16
site21,59,90,-5,3
site21,59,50,3,2
site21,59,30,-5,3
site21,59,50,15,7
site21,59,70,-3,11
site21,59,70,7,10
