BS,ant,Azimuth,Tilt,Beam Pattern
site11,30,100,10,2
site11,30,120,10,13
site11,30,120,0,5
site11,30,80,-8,5
site11,30,70,12,3
site11,30,100,-2,4
site11,30,120,-6,16
site11,30,100,0,4
site11,30,90,10,2
site11,30,110,12,16
site11,30,90,8,5
site11,30,100,0,13
site12,31,295,20,0
site12,31,325,26,7
site12,31,325,26,16
site12,31,325,10,12
site12,31,285,12,8
site12,31,325,22,6
site12,31,275,26,9
site12,31,275,24,14
site12,31,285,28,3
site12,31,295,18,12
site12,31,265,30,14
site12,31,275,26,15
site12,31,295,26,12
site12,31,315,24,1
site12,31,275,14,13
site12,31,315,20,1
site12,31,325,20,10
site12,31,285,22,3
site12,31,275,12,1
site12,31,305,16,0
site12,32,50,8,0
site12,32,20,10,5
site12,32,20,-2,3
site12,32,40,6,11
site12,32,60,14,9
site12,32,30,14,7
site12,32,50,0,9
site12,32,80,8,10
site12,32,50,8,12
site12,32,60,4,9
site12,32,20,18,13
site12,32,30,14,1
site12,32,60,2,2
site12,32,30,8,9
site12,32,20,8,9
site12,32,20,14,13
site12,32,40,16,3
site12,32,80,10,7
site12,32,60,4,0
site12,32,30,2,5
site12,33,165,13,0
site12,33,145,21,8
site12,33,195,19,1
site12,33,165,23,11
site12,33,155,13,13
site12,33,175,23,5
site12,33,145,23,11
site12,33,195,9,8
site12,33,165,11,12
site12,33,135,21,10
site12,33,155,23,9
site12,33,135,9,16
site12,33,185,3,8
site12,33,145,5,2
site12,33,185,3,2
site12,33,185,11,6
site12,33,145,13,7
site12,33,145,7,13
site12,33,165,19,5
site12,33,155,15,11
site13,34,120,2,0
site13,34,120,-2,3
site13,34,150,12,4
site13,34,110,6,1
site13,34,100,-4,0
site13,34,140,0,2
site13,34,110,12,10
site13,34,140,6,10
site13,34,130,12,4
site13,34,110,-6,13
site13,34,130,6,16
site13,34,150,10,9
site13,34,150,-2,2
site13,34,100,4,15
site13,34,150,6,6
site13,34,110,4,0
site13,34,100,-2,14
site13,34,120,2,16
site13,34,140,6,16
site13,34,140,-2,2
site13,35,240,2,0
site13,35,230,-2,10
site13,35,270,12,16
site13,35,240,4,8
site13,35,250,-2,16
site13,35,250,2,13
site13,35,270,-4,1
site13,35,230,8,7
site13,35,250,-8,1
site13,35,270,-6,0
site13,35,260,12,13
site13,35,210,2,10
site13,35,260,2,7
site13,35,270,2,9
site13,35,270,-6,3
site13,35,220,12,9
site13,35,230,6,9
site13,35,260,8,6
site13,35,240,8,13
site13,35,240,-2,0
site13,36,0,2,0
site13,36,0,-2,11
site13,36,20,4,11
site13,36,0,-8,0
site13,36,30,-4,2
site13,36,350,6,10
site13,36,10,-2,7
site13,36,340,8,3
site13,36,30,8,2
site13,36,350,-6,4
site13,36,340,-2,4
site13,36,350,2,5
site13,36,350,10,14
site13,36,330,8,10
site13,36,350,8,15
site13,36,340,0,13
site13,36,330,-6,0
site13,36,340,2,14
site13,36,10,8,8
site13,36,0,12,3
site14,37,140,10,0
site14,37,140,4,3
site14,37,160,0,1
site14,37,160,20,3
site14,37,140,12,15
site14,37,120,18,7
site14,37,160,4,12
site14,37,170,6,14
site14,37,140,14,11
site14,37,160,16,2
site14,37,120,6,13
site14,37,120,10,5
site14,37,150,18,1
site14,37,130,0,10
site14,37,140,14,2
site14,37,130,6,0
site14,37,160,8,2
site14,37,110,18,16
site14,37,150,10,6
site14,37,110,0,13
site14,38,220,10,0
site14,38,200,2,8
site14,38,230,14,12
site14,38,210,10,15
site14,38,200,18,5
site14,38,230,10,8
site14,38,200,10,5
site14,38,250,18,16
site14,38,210,10,8
site14,38,230,10,4
site14,38,200,6,2
site14,38,210,16,8
site14,38,240,18,4
site14,38,240,12,6
site14,38,230,18,13
site14,38,190,0,8
site14,38,240,12,4
site14,38,190,4,12
site14,38,230,16,7
site14,38,230,4,12
site14,39,350,12,0
site14,39,350,10,6
site14,39,320,6,16
site14,39,350,14,5
site14,39,20,8,1
site14,39,0,12,3
site14,39,10,12,3
site14,39,20,10,10
site14,39,340,14,5
site14,39,320,22,11
site14,39,350,18,0
site14,39,10,10,1
site14,39,20,8,15
site14,39,330,22,11
site14,39,350,4,6
site14,39,0,20,10
site14,39,0,4,16
site14,39,10,16,14
site14,39,0,22,10
site14,39,340,10,7
site15,40,250,3,0
site15,40,240,5,3
site15,40,270,9,1
site15,40,220,11,4
site15,40,230,-3,14
site15,40,230,-7,1
site15,40,220,7,2
site15,40,260,3,16
site15,40,250,3,15
site15,40,260,5,1
site15,40,240,-3,10
site15,40,280,5,16
site15,40,250,5,13
site15,40,250,3,5
site15,40,280,11,13
site15,40,260,5,13
site15,40,270,9,15
site15,40,220,-7,6
site15,40,270,7,2
site15,40,250,-3,14
site15,41,140,3,0
site15,41,160,13,12
site15,41,160,11,15
site15,41,170,9,14
site15,41,170,13,4
site15,41,150,11,6
site15,41,130,3,4
site15,41,170,3,3
site15,41,110,9,2
site15,41,160,-5,9
site15,41,150,11,8
site15,41,170,1,7
site15,41,170,-7,14
site15,41,140,-3,8
site15,41,170,-3,1
site15,41,120,-5,9
site15,41,120,5,8
site15,41,120,-7,8
site15,41,130,-3,16
site15,41,170,-3,6
site15,42,0,3,0
site15,42,330,1,14
site15,42,20,-3,9
site15,42,20,13,5
site15,42,340,13,7
site15,42,10,-3,9
site15,42,330,9,7
site15,42,330,7,13
site15,42,350,3,5
site15,42,20,-5,16
site15,42,10,-1,8
site15,42,340,1,10
site15,42,350,13,5
site15,42,20,5,8
site15,42,30,5,12
site15,42,0,1,10
site15,42,20,13,6
site15,42,340,3,1
site15,42,0,-7,10
site15,42,10,11,6
site16,43,230,3,0
site16,43,250,7,13
site16,43,210,3,12
site16,43,260,1,10
site16,43,210,-3,7
site16,43,250,13,16
site16,43,220,-7,7
site16,43,220,-5,12
site16,43,200,-1,3
site16,43,260,-5,7
site16,43,220,11,12
site16,43,230,-5,9
site16,43,230,1,16
site16,43,250,-7,10
site16,43,260,13,1
site16,43,200,-3,1
site16,43,230,-1,16
site16,43,210,-7,15
site16,43,210,11,15
site16,43,210,11,1
site16,44,20,3,0
site16,44,350,-5,14
site16,44,50,9,13
site16,44,20,-5,10
site16,44,0,9,12
site16,44,0,5,0
site16,44,30,-5,3
site16,44,30,7,13
site16,44,0,-5,12
site16,44,10,9,12
site16,44,350,11,12
site16,44,30,9,11
site16,44,350,-3,11
site16,44,10,7,0
site16,44,40,7,11
site16,44,10,13,8
site16,44,30,3,12
site16,44,0,-1,4
site16,44,0,11,6
site16,44,30,5,1
site17,45,130,3,0
site17,45,110,-7,12
site17,45,100,-3,7
site17,45,110,-5,10
site17,45,150,13,8
site17,45,130,-7,15
site17,45,120,13,3
site17,45,120,-3,1
site17,45,150,1,14
site17,45,100,-1,16
site17,45,110,11,3
site17,45,160,-1,7
site17,45,160,-3,10
site17,45,150,13,11
site17,45,100,1,13
site17,45,130,-5,4
site17,45,150,9,0
site17,45,130,13,2
site17,45,100,5,1
site17,45,100,-7,10
site17,46,45,3,0
site17,46,45,-3,13
site17,46,35,-7,12
site17,46,25,-5,12
site17,46,15,3,2
site17,46,35,1,5
site17,46,55,7,14
site17,46,35,3,0
site17,46,25,-3,10
site17,46,65,7,12
site17,46,75,-3,4
site17,46,75,11,14
site17,46,65,-1,13
site17,46,15,1,7
site17,46,45,-7,15
site17,46,35,13,1
site17,46,15,-3,13
site17,46,25,-7,16
site17,46,55,5,10
site17,46,25,13,14
site17,47,225,3,0
site17,47,215,-5,2
site17,47,225,7,1
site17,47,215,13,7
site17,47,255,-3,0
site17,47,205,5,6
site17,47,205,7,2
site17,47,205,-1,0
site17,47,225,-7,1
site17,47,205,9,6
site17,47,205,5,9
site17,47,195,7,11
site17,47,225,11,0
site17,47,235,1,7
site17,47,225,3,3
site17,47,205,7,8
site17,47,235,1,12
site17,47,195,13,14
site17,47,225,13,2
site17,47,245,7,6
site18,48,340,3,0
site18,48,340,11,7
site18,48,330,13,8
site18,48,320,7,0
site18,48,0,11,5
site18,48,0,-3,5
site18,48,340,7,13
site18,48,340,9,9
site18,48,0,9,14
site18,48,350,-1,8
site18,48,340,3,3
site18,48,0,-1,16
site18,48,320,-3,4
site18,48,310,3,2
site18,48,340,9,10
site18,48,0,-5,11
site18,48,10,-7,16
site18,48,0,5,15
site18,48,10,5,16
site18,48,330,-5,6
site18,49,240,3,0
site18,49,260,3,15
site18,49,230,7,16
site18,49,270,5,5
site18,49,260,-5,0
site18,49,250,11,16
site18,49,260,7,11
site18,49,250,-3,12
site18,49,230,-5,16
site18,49,270,11,2
site18,49,210,1,8
site18,49,270,5,3
site18,49,210,5,15
site18,49,240,11,16
site18,49,210,9,7
site18,49,220,11,2
site18,49,240,-1,7
site18,49,250,3,5
site18,49,270,13,10
site18,49,240,13,1
site18,50,80,3,0
site18,50,110,7,9
site18,50,60,13,15
site18,50,100,-1,14
site18,50,60,11,9
site18,50,70,1,9
site18,50,110,13,13
site18,50,100,11,15
site18,50,100,13,15
site18,50,60,5,13
site18,50,60,11,11
site18,50,60,13,2
site18,50,90,-5,6
site18,50,50,13,12
site18,50,50,1,0
site18,50,110,11,5
site18,50,110,-1,14
site18,50,110,5,2
site18,50,80,13,12
site18,50,100,-3,14
site20,54,260,11,0
site20,54,270,19,13
site20,54,240,21,13
site20,54,240,15,13
site20,54,260,1,4
site20,54,290,21,8
site20,54,280,19,0
site20,54,230,17,15
site20,54,250,11,9
site20,54,280,3,11
site20,54,250,21,16
site20,54,280,21,4
site20,54,260,3,16
site20,54,240,1,0
site20,54,290,17,12
site20,54,250,21,4
site20,54,250,13,13
site20,54,290,21,11
site20,54,270,13,5
site20,54,260,13,2
site20,55,150,8,0
site20,55,170,0,10
site20,55,120,2,3
site20,55,130,10,8
site20,55,140,12,6
site20,55,140,16,5
site20,55,180,14,11
site20,55,120,-2,11
site20,55,150,14,13
site20,55,160,6,9
site20,55,120,2,2
site20,55,150,14,5
site20,55,170,-2,12
site20,55,170,12,16
site20,55,120,6,16
site20,55,160,0,13
site20,55,130,8,8
site20,55,120,4,15
site20,55,150,-2,8
site20,55,170,10,9
site20,56,20,7,0
site20,56,40,17,2
site20,56,50,11,3
site20,56,350,7,6
site20,56,0,3,14
site20,56,350,-1,7
site20,56,350,17,10
site20,56,20,17,3
site20,56,20,3,16
site20,56,30,11,1
site20,56,30,17,1
site20,56,0,17,5
site20,56,10,9,4
site20,56,30,5,5
site20,56,50,13,15
site20,56,40,5,6
site20,56,20,13,1
site20,56,350,13,1
site20,56,10,5,16
site20,56,350,3,16
site21,57,270,15,0
site21,57,260,17,14
site21,57,250,19,9
site21,57,300,9,5
site21,57,280,25,1
site21,57,240,15,2
site21,57,260,15,0
site21,57,260,17,9
site21,57,240,19,9
site21,57,250,17,10
site21,57,240,25,14
site21,57,260,21,6
site21,57,260,7,8
site21,57,300,25,9
site21,57,280,21,3
site21,57,270,21,13
site21,57,270,21,9
site21,57,290,21,7
site21,57,270,23,10
site21,57,260,19,1
site21,58,130,12,0
site21,58,100,8,9
site21,58,110,20,3
site21,58,100,12,6
site21,58,100,22,13
site21,58,120,2,15
site21,58,130,2,3
site21,58,100,6,13
site21,58,150,16,15
site21,58,100,20,0
site21,58,120,16,1
site21,58,150,6,16
site21,58,160,22,0
site21,58,140,10,11
site21,58,100,18,2
site21,58,120,18,15
site21,58,120,20,13
site21,58,150,8,5
site21,58,120,4,4
site21,58,140,18,1
site21,59,60,5,0
site21,59,90,5,8
site21,59,90,9,8
site21,59,50,-5,1
site21,59,80,1,9
site21,59,80,-5,16
site21,59,80,13,3
site21,59,90,-3,12
site21,59,70,1,8
site21,59,50,9,14
site21,59,30,-1,7
site21,59,30,13,15
site21,59,60,3,16
site21,59,80,13,1
site21,59,80,3,13
site21,59,90,-3,10
site21,59,50,11,3
site21,59,70,-3,13
site21,59,50,9,2
site21,59,90,5,15
