BS,ant,Azimuth,Tilt,Beam Pattern
site3,7,140,5,16
site3,7,190,7,5
site3,7,170,-1,15
site3,7,200,5,2
site3,8,0,3,0
site3,8,350,-5,15
site3,8,330,9,9
site3,8,0,3,9
site3,8,0,3,14
site3,8,0,-3,11
site3,8,330,-5,14
site3,8,0,1,15
site3,8,340,-7,5
site3,8,0,9,3
site3,8,10,-5,14
site3,8,10,5,15
site3,8,330,-7,3
site3,8,340,1,3
site3,8,10,-3,12
site3,8,340,13,10
site3,8,0,1,16
site3,8,340,3,12
site3,8,20,5,9
site3,8,10,9,3
site3,9,270,3,0
site3,9,300,-7,5
site3,9,240,3,12
site3,9,280,5,14
site3,9,250,11,2
site3,9,290,3,5
site3,9,280,-3,1
site3,9,270,7,0
site3,9,250,1,3
site3,9,250,-5,1
site3,9,250,13,3
site3,9,240,13,15
site3,9,260,7,8
site3,9,260,-5,15
site3,9,300,-7,9
site3,9,260,-3,10
site3,9,250,11,10
site3,9,250,-3,13
site3,9,280,-3,8
site3,9,260,-1,9
site4,10,60,3,0
site4,10,80,11,10
site4,10,60,1,2
site4,10,40,3,11
site4,10,40,3,13
site4,10,80,1,14
site4,10,90,9,7
site4,10,40,9,2
site4,10,50,3,0
site4,10,60,-1,12
site4,10,90,11,16
site4,10,70,-1,10
site4,10,30,11,13
site4,10,90,9,6
site4,10,80,9,11
site4,10,90,13,6
site4,10,50,3,7
site4,10,40,-5,4
site4,10,50,7,16
site4,10,70,-1,12
site4,11,330,3,0
site4,11,300,-7,7
site4,11,330,9,9
site4,11,320,5,2
site4,11,320,3,4
site4,11,330,7,1
site4,11,350,5,14
site4,11,310,9,8
site4,11,330,13,9
site4,11,0,-1,2
site4,11,300,11,7
site4,11,0,7,8
site4,11,320,-3,7
site4,11,0,9,16
site4,11,300,-3,7
site4,11,310,1,4
site4,11,0,-3,9
site4,11,330,-7,10
site4,11,310,1,9
site4,11,310,7,4
site5,12,345,12,0
site5,12,345,22,1
site5,12,335,4,6
site5,12,355,14,5
site5,12,325,6,15
site5,12,5,4,13
site5,12,325,14,2
site5,12,325,8,9
site5,12,315,4,9
site5,12,315,6,16
site5,12,335,12,15
site5,12,15,4,14
site5,12,325,18,10
site5,12,5,16,3
site5,12,315,20,14
site5,12,325,8,12
site5,12,315,6,6
site5,12,5,12,7
site5,12,355,16,11
site5,12,315,16,13
site5,13,190,7,0
site5,13,160,17,2
site5,13,160,1,5
site5,13,210,5,9
site5,13,170,1,9
site5,13,220,5,16
site5,13,210,9,10
site5,13,200,-3,7
site5,13,180,3,15
site5,13,180,5,11
site5,13,220,11,11
site5,13,200,17,12
site5,13,180,5,9
site5,13,200,1,16
site5,13,210,11,13
site5,13,220,1,16
site5,13,220,1,5
site5,13,160,13,9
site5,13,160,11,14
site5,13,160,15,13
site5,14,75,12,0
site5,14,105,4,11
site5,14,65,8,12
site5,14,105,18,0
site5,14,65,18,9
site5,14,45,20,14
site5,14,65,8,13
site5,14,45,22,14
site5,14,55,14,15
site5,14,65,2,13
site5,14,95,16,6
site5,14,45,20,0
site5,14,105,18,9
site5,14,65,20,9
site5,14,65,10,16
site5,14,55,6,10
site5,14,105,14,15
site5,14,55,16,0
site5,14,105,6,6
site5,14,75,16,2
site6,15,260,3,0
site6,15,270,-1,12
site6,15,230,9,2
site6,15,230,9,5
site6,15,270,-7,5
site6,15,240,7,0
site6,15,270,-7,0
site6,15,270,3,9
site6,15,260,-5,8
site6,15,290,7,13
site6,15,230,7,11
site6,15,240,13,10
site6,15,280,11,14
site6,15,230,-7,8
site6,15,230,5,9
site6,15,280,1,2
site6,15,240,-7,8
site6,15,280,5,12
site6,15,290,-1,1
site6,15,230,11,8
site6,16,190,3,0
site6,16,220,11,0
site6,16,160,9,10
site6,16,180,-5,12
site6,16,220,-1,16
site6,16,200,-5,2
site6,16,160,-3,7
site6,16,160,3,16
site6,16,190,7,13
site6,16,200,11,12
site6,16,180,13,10
site6,16,170,3,3
site6,16,200,3,12
site6,16,170,-5,16
site6,16,190,11,11
site6,16,190,7,8
site6,16,180,-7,16
site6,16,190,-3,15
site6,16,160,-3,5
site6,16,190,7,16
site6,17,350,3,0
site6,17,340,-3,14
site6,17,340,-7,11
site6,17,10,11,7
site6,17,330,-1,0
site6,17,350,-7,16
site6,17,350,-3,4
site6,17,330,-3,0
site6,17,20,5,2
site6,17,20,-1,6
site6,17,20,3,2
site6,17,350,1,11
site6,17,350,1,4
site6,17,320,-1,6
site6,17,320,3,14
site6,17,20,7,4
site6,17,0,-7,15
site6,17,330,13,3
site6,17,340,3,15
site6,17,350,-5,16
site7,18,140,3,0
site7,18,140,3,12
site7,18,170,-3,11
site7,18,110,11,11
site7,18,160,3,1
site7,18,140,11,6
site7,18,170,-5,10
site7,18,120,5,9
site7,18,110,9,10
site7,18,150,1,9
site7,18,160,1,13
site7,18,120,-1,11
site7,18,160,13,12
site7,18,160,9,16
site7,18,140,13,16
site7,18,150,-5,14
site7,18,170,-1,8
site7,18,120,-3,13
site7,18,170,-7,10
site7,18,160,1,16
site7,19,340,3,0
site7,19,0,9,10
site7,19,10,-1,14
site7,19,320,11,3
site7,19,320,11,7
site7,19,10,-1,6
site7,19,310,-5,7
site7,19,340,1,1
site7,19,0,-3,15
site7,19,330,-1,12
site7,19,310,1,13
site7,19,0,-3,2
site7,19,350,-3,0
site7,19,320,-1,9
site7,19,340,3,9
site7,19,0,5,6
site7,19,330,-7,8
site7,19,350,-3,10
site7,19,330,13,0
site7,19,330,13,10
site8,20,195,14,0
site8,20,165,10,3
site8,20,185,12,16
site8,20,225,16,7
site8,20,185,8,16
site8,20,165,22,2
site8,20,215,18,1
site8,20,165,18,11
site8,20,215,4,12
site8,20,195,20,10
site8,20,205,22,8
site8,20,215,22,1
site8,20,205,4,16
site8,20,165,22,9
site8,20,185,6,5
site8,20,215,18,6
site8,20,195,14,8
site8,20,215,16,9
site8,20,205,14,13
site8,20,175,24,13
site8,21,40,18,0
site8,21,50,8,8
site8,21,50,14,15
site8,21,20,10,4
site8,21,60,16,13
site8,21,60,18,1
site8,21,60,26,16
site8,21,40,18,7
site8,21,10,28,9
site8,21,60,22,5
site8,21,40,16,11
site8,21,50,28,12
site8,21,50,10,1
site8,21,10,12,5
site8,21,20,24,1
site8,21,40,16,7
site8,21,50,16,9
site8,21,40,8,16
site8,21,40,14,13
site8,21,60,26,7
site8,22,280,10,0
site8,22,250,0,13
site8,22,310,0,7
site8,22,310,6,2
site8,22,250,8,5
site8,22,310,10,10
site8,22,290,6,1
site8,22,310,12,9
site8,22,250,6,13
site8,22,260,10,12
site8,22,270,6,15
site8,22,310,6,15
site8,22,260,4,11
site8,22,270,12,5
site8,22,260,2,3
site8,22,260,2,10
site8,22,300,8,14
site8,22,310,18,12
site8,22,270,18,8
site8,22,280,16,9
site9,23,190,10,0
site9,23,210,2,7
site9,23,200,8,16
site9,23,210,18,16
site9,23,210,4,2
site9,23,220,20,11
site9,23,190,20,3
site9,23,200,2,4
site9,23,200,4,8
site9,23,190,2,14
site9,23,170,8,5
site9,23,170,0,16
site9,23,200,6,12
site9,23,170,18,0
site9,23,210,20,4
site9,23,200,6,3
site9,23,170,8,9
site9,23,160,14,5
site9,23,190,18,10
site9,23,190,8,3
site9,24,20,16,0
site9,24,0,26,10
site9,24,40,22,3
site9,24,0,6,14
site9,24,10,14,9
site9,24,350,6,13
site9,24,20,6,14
site9,24,10,12,16
site9,24,350,14,11
site9,24,30,26,6
site9,24,30,22,15
site9,24,40,26,5
site9,24,0,8,15
site9,24,10,24,15
site9,24,40,12,15
site9,24,10,6,8
site9,24,40,8,1
site9,24,40,16,13
site9,24,50,24,10
site9,24,50,24,11
site9,25,100,10,0
site9,25,80,20,11
site9,25,90,14,14
site9,25,110,10,13
site9,25,70,12,16
site9,25,120,20,11
site9,25,80,18,8
site9,25,70,10,3
site9,25,100,6,0
site9,25,130,10,15
site9,25,110,0,1
site9,25,100,4,3
site9,25,80,8,16
site9,25,100,12,14
site9,25,70,14,13
site9,25,110,6,2
site9,25,100,20,8
site9,25,110,18,12
site9,25,120,20,3
site9,25,70,10,9
site10,26,180,3,0
site10,26,190,5,14
site10,26,190,-3,0
site10,26,210,11,3
site10,26,170,3,9
site10,26,160,1,15
site10,26,160,-3,12
site10,26,190,-1,13
site10,26,170,1,4
site10,26,180,7,14
site10,26,200,5,6
site10,26,170,-3,11
site10,26,210,-3,15
site10,26,160,5,4
site10,26,200,1,9
site10,26,200,11,1
site10,26,160,-3,2
site10,26,170,1,10
site10,26,170,-5,16
site10,26,200,1,1
site10,27,60,3,0
site10,27,70,7,16
site10,27,60,-7,4
site10,27,30,-3,15
site10,27,70,11,13
site10,27,90,9,9
site10,27,40,7,8
site10,27,80,-5,3
site10,27,80,7,12
site10,27,30,13,2
site10,27,30,7,10
site10,27,60,-7,1
site10,27,60,11,15
site10,27,30,11,15
site10,27,50,-5,12
site10,27,30,-3,2
site10,27,50,5,1
site10,27,50,11,0
site10,27,30,13,3
site10,27,40,5,3
site10,28,300,3,0
site10,28,290,11,10
site10,28,280,-3,9
site10,28,320,9,3
site10,28,290,7,10
site10,28,270,-5,8
site10,28,280,1,8
site10,28,270,9,0
site10,28,320,5,9
site10,28,270,-7,13
site10,28,280,5,3
site10,28,330,1,2
site10,28,330,-5,9
site10,28,270,13,6
site10,28,290,-7,15
site10,28,300,13,8
site10,28,330,5,7
site10,28,280,1,6
site10,28,330,5,13
site10,28,320,13,15
site11,29,280,2,0
site11,29,260,12,14
site11,29,270,0,0
site11,29,260,8,9
site11,29,310,10,16
site11,29,270,8,7
site11,29,250,4,12
site11,29,300,10,6
site11,29,310,6,2
site11,29,280,2,11
site11,29,290,-2,16
site11,29,260,12,10
site11,29,280,-8,13
site11,29,260,12,16
site11,29,290,12,15
site11,29,300,8,7
site11,29,280,12,14
site11,29,300,6,4
site11,29,310,6,16
site11,29,270,10,5
site11,30,100,2,0
site11,30,120,-8,8
site11,30,100,-8,12
site11,30,100,-8,11
site11,30,120,10,12
site11,30,130,2,11
site11,30,130,12,13
site11,30,70,4,10
site11,30,120,-4,8
site11,30,70,-6,6
site11,30,120,2,8
site11,30,80,-2,9
site11,30,130,-8,9
site11,30,120,-2,1
site11,30,90,-4,11
site11,30,70,6,1
site11,30,130,10,10
site11,30,100,0,16
site11,30,130,6,12
site11,30,110,-8,0
site12,31,295,20,0
site12,31,325,14,10
site12,31,275,14,6
site12,31,325,20,6
site12,31,305,28,13
site12,31,325,22,6
site12,31,315,20,2
site12,31,305,14,3
site12,31,315,16,11
site12,31,265,30,5
site12,31,275,26,0
site12,31,285,24,7
site12,31,265,16,16
site12,31,305,24,10
site12,31,315,12,15
site12,31,275,22,16
site12,31,305,20,15
site12,31,285,16,16
site12,31,315,10,7
site12,31,275,30,12
site12,32,50,8,0
site12,32,50,16,6
site12,32,30,14,16
site12,32,40,8,3
site12,32,50,0,1
site12,32,20,10,6
site12,32,80,0,10
site12,32,50,8,2
site12,32,40,6,7
site12,32,80,2,3
site12,32,60,6,15
site12,32,30,-2,4
site12,32,30,6,3
site12,32,80,-2,3
site12,32,40,12,8
site12,32,60,8,15
site12,32,20,14,16
site12,32,30,14,13
site12,32,30,14,0
site12,32,30,12,4
site12,33,165,13,0
site12,33,175,19,8
site12,33,135,7,8
site12,33,135,13,8
site12,33,155,7,9
site12,33,195,5,3
site12,33,145,3,15
site12,33,175,19,10
site12,33,175,19,3
site12,33,145,21,10
site12,33,165,5,3
site12,33,145,19,9
site12,33,185,11,15
site12,33,185,5,13
site12,33,175,11,6
site12,33,145,19,1
site12,33,135,15,13
site12,33,175,21,5
site12,33,135,5,16
site12,33,185,15,3
site13,34,120,2,0
site13,34,100,-4,11
site13,34,110,-4,3
site13,34,140,-6,13
site13,34,140,6,14
site13,34,100,-8,0
site13,34,130,-8,0
site13,34,110,2,10
site13,34,120,8,9
site13,34,100,10,6
site13,34,140,4,8
site13,34,120,12,16
site13,34,150,6,4
site13,34,150,-6,6
site13,34,90,8,11
site13,34,140,12,3
site13,34,130,6,7
site13,34,150,0,2
site13,34,120,4,0
site13,34,130,-6,7
site13,35,240,2,0
site13,35,260,2,15
site13,35,210,2,15
site13,35,260,6,7
site13,35,220,0,9
site13,35,220,6,6
site13,35,260,0,16
site13,35,260,8,15
site13,35,250,4,12
site13,35,260,-2,13
site13,35,210,-4,7
site13,35,240,12,0
site13,35,270,-8,2
site13,35,210,12,16
site13,35,270,0,11
site13,35,230,0,3
site13,35,210,-2,8
site13,35,210,-4,5
site13,35,240,2,11
site13,35,210,12,0
site13,36,0,2,0
site13,36,350,0,2
site13,36,0,-4,4
site13,36,330,-6,8
site13,36,30,-8,12
site13,36,330,-2,6
site13,36,340,-8,15
site13,36,10,8,12
site13,36,350,8,11
site13,36,340,-4,15
site13,36,330,12,15
site13,36,10,-6,5
site13,36,330,-4,16
site13,36,0,-2,14
site13,36,350,2,6
site13,36,350,-2,6
site13,36,340,8,4
site13,36,30,-6,14
site13,36,350,-2,7
site13,36,350,-8,13
site14,37,140,10,0
site14,37,150,0,14
site14,37,140,18,14
site14,37,160,14,12
site14,37,130,10,16
site14,37,170,20,14
site14,37,110,18,1
site14,37,120,18,11
site14,37,130,8,2
site14,37,110,10,8
site14,37,170,10,10
site14,37,110,4,11
site14,37,140,0,1
site14,37,130,14,14
site14,37,140,16,10
site14,37,150,0,6
site14,37,140,8,14
site14,37,130,14,12
site14,37,170,18,1
site14,37,170,18,10
site14,38,220,10,0
site14,38,220,8,3
site14,38,250,14,11
site14,38,220,14,1
site14,38,220,18,5
site14,38,210,12,4
site14,38,230,14,0
site14,38,190,2,0
site14,38,190,16,3
site14,38,190,14,5
site14,38,220,2,5
site14,38,200,12,3
site14,38,230,10,3
site14,38,230,12,12
site14,38,230,12,7
site14,38,220,4,3
site14,38,230,10,5
site14,38,190,14,16
site14,38,200,2,13
site14,38,200,16,0
site14,39,350,12,0
site14,39,320,16,15
site14,39,350,14,12
site14,39,330,14,5
site14,39,340,14,14
site14,39,340,20,14
site14,39,20,14,16
site14,39,350,18,10
site14,39,340,20,9
site14,39,340,6,16
site14,39,350,20,3
site14,39,10,20,3
site14,39,350,16,5
site14,39,10,4,13
site14,39,330,10,1
site14,39,10,8,10
site14,39,320,18,3
site14,39,330,4,6
site14,39,350,6,15
site14,39,0,4,7
site15,40,250,3,0
site15,40,250,5,12
site15,40,270,3,6
site15,40,280,7,7
site15,40,240,3,1
site15,40,240,13,2
site15,40,240,-1,15
site15,40,240,-7,5
site15,40,280,-5,14
site15,40,240,7,15
site15,40,250,11,8
site15,40,270,9,9
site15,40,280,-5,16
site15,40,270,7,9
site15,40,230,5,13
site15,40,240,-7,3
site15,40,270,-3,5
site15,40,260,1,12
site15,40,240,-7,13
site15,40,260,3,3
site15,41,140,3,0
site15,41,170,13,2
site15,41,130,9,5
site15,41,130,9,12
site15,41,130,7,2
site15,41,140,9,9
site15,41,150,11,11
site15,41,160,13,15
site15,41,140,1,9
site15,41,170,5,10
site15,41,160,5,15
site15,41,120,13,2
site15,41,150,1,6
site15,41,160,-7,3
site15,41,170,-7,8
site15,41,170,-7,7
site15,41,120,13,14
site15,41,160,1,8
site15,41,170,9,13
site15,41,170,-3,13
site15,42,0,3,0
site15,42,350,-7,9
site15,42,0,13,14
site15,42,340,1,1
site15,42,30,13,6
site15,42,0,5,8
site15,42,10,5,14
site15,42,350,5,3
site15,42,30,-3,0
site15,42,330,13,13
site15,42,330,-1,15
site15,42,0,13,12
site15,42,30,5,9
site15,42,350,5,11
site15,42,30,7,3
site15,42,30,3,7
site15,42,10,-7,5
site15,42,0,7,2
site15,42,0,-1,16
site15,42,340,1,9
site16,43,230,3,0
site16,43,230,11,9
site16,43,250,-1,12
site16,43,220,5,9
site16,43,250,13,12
site16,43,230,11,10
site16,43,250,3,1
site16,43,220,-1,0
site16,43,220,1,3
site16,43,200,3,10
site16,43,200,-5,15
site16,43,200,-5,16
site16,43,230,5,8
site16,43,210,-3,15
site16,43,260,13,15
site16,43,260,-1,5
site16,43,230,-5,12
site16,43,240,3,15
site16,43,220,9,10
site16,43,220,5,3
site16,44,20,3,0
site16,44,10,-5,4
site16,44,50,9,8
site16,44,0,7,2
site16,44,20,-5,10
site16,44,0,-3,16
site16,44,40,3,0
site16,44,30,-3,10
site16,44,50,7,6
site16,44,350,7,4
site16,44,10,3,5
site16,44,50,-3,10
site16,44,10,-5,7
site16,44,0,7,9
site16,44,350,5,4
site16,44,40,5,16
site16,44,0,9,14
site16,44,40,1,11
site16,44,0,3,6
site16,44,30,9,1
site17,45,130,3,0
site17,45,100,3,10
site17,45,120,11,10
site17,45,110,-3,13
site17,45,160,-3,9
site17,45,120,-3,11
site17,45,160,13,10
site17,45,100,3,1
site17,45,160,7,0
site17,45,160,-7,12
site17,45,150,5,4
site17,45,150,7,2
site17,45,150,3,11
site17,45,110,7,12
site17,45,110,-1,5
site17,45,140,5,13
site17,45,160,1,15
site17,45,150,-1,6
site17,45,140,5,8
site17,45,140,3,1
site17,46,45,3,0
site17,46,25,1,10
site17,46,75,1,9
site17,46,35,9,15
site17,46,55,-3,9
site17,46,15,3,10
site17,46,35,-5,12
site17,46,25,13,5
site17,46,55,-3,12
site17,46,35,7,6
site17,46,15,1,2
site17,46,45,-1,4
site17,46,55,7,3
site17,46,25,1,1
site17,46,35,-3,15
site17,46,15,11,8
site17,46,45,-5,5
site17,46,75,-7,7
site17,46,25,11,2
site17,46,75,5,16
site17,47,225,3,0
site17,47,205,7,10
site17,47,235,3,8
site17,47,235,3,5
site17,47,235,9,5
site17,47,215,13,15
site17,47,205,-3,15
site17,47,255,1,1
site17,47,245,-3,11
site17,47,195,1,10
site17,47,245,11,3
site17,47,195,-1,7
site17,47,225,9,8
site17,47,255,-7,5
site17,47,235,5,9
site17,47,245,13,5
site17,47,245,5,1
site17,47,235,-3,14
site17,47,205,-5,14
site17,47,215,-5,11
site18,48,340,3,0
site18,48,0,3,9
site18,48,310,13,9
site18,48,350,7,16
site18,48,320,1,3
site18,48,0,-1,0
site18,48,320,7,0
site18,48,320,-7,12
site18,48,320,9,16
site18,48,0,-7,6
site18,48,10,7,4
site18,48,10,5,11
site18,48,330,5,11
site18,48,350,-7,14
site18,48,320,-3,10
site18,48,0,-3,10
site18,48,350,1,0
site18,48,350,1,10
site18,48,310,1,0
site18,48,10,1,12
site18,49,240,3,0
site18,49,210,-3,15
site18,49,260,-3,14
site18,49,220,1,12
site18,49,250,1,9
site18,49,230,13,7
site18,49,220,-5,10
site18,49,230,5,11
site18,49,240,-3,3
site18,49,220,13,5
site18,49,220,-7,13
site18,49,220,9,9
site18,49,210,3,11
site18,49,260,7,4
site18,49,250,-1,16
site18,49,270,9,8
site18,49,270,1,13
site18,49,260,9,5
site18,49,210,5,5
site18,49,270,9,11
site18,50,80,3,0
site18,50,110,13,16
site18,50,90,-5,4
site18,50,70,13,4
site18,50,50,13,2
site18,50,90,9,6
site18,50,90,1,16
site18,50,100,7,13
site18,50,80,7,8
site18,50,80,13,5
site18,50,60,1,5
site18,50,100,-7,4
site18,50,70,1,3
site18,50,90,7,13
site18,50,70,1,1
site18,50,60,13,15
site18,50,100,-7,6
site18,50,100,-3,4
site18,50,90,7,9
site18,50,50,13,14
site20,54,260,11,0
site20,54,240,5,15
site20,54,290,21,8
site20,54,240,13,3
site20,54,290,3,3
site20,54,260,15,3
site20,54,230,1,3
site20,54,250,15,12
site20,54,280,19,5
site20,54,290,17,8
site20,54,270,17,14
site20,54,270,5,14
site20,54,230,1,9
site20,54,230,5,11
site20,54,260,5,5
site20,54,240,1,3
site20,54,250,17,13
site20,54,280,11,15
site20,54,250,21,6
site20,54,240,17,5
site20,55,150,8,0
site20,55,120,8,6
site20,55,170,-2,13
site20,55,120,4,7
site20,55,130,0,14
site20,55,140,4,15
site20,55,130,14,11
site20,55,170,12,5
site20,55,180,14,2
site20,55,180,18,15
site20,55,150,6,5
site20,55,170,12,0
site20,55,160,4,5
site20,55,140,-2,4
site20,55,170,12,13
site20,55,130,-2,9
site20,55,180,12,11
site20,55,150,4,12
site20,55,150,4,11
site20,55,180,0,7
site20,56,20,7,0
site20,56,50,1,3
site20,56,50,9,7
site20,56,20,9,5
site20,56,50,15,4
site20,56,40,17,4
site20,56,40,-3,5
site20,56,20,-1,5
site20,56,350,13,13
site20,56,40,3,7
site20,56,0,-3,11
site20,56,350,3,3
site20,56,50,3,2
site20,56,10,5,15
site20,56,0,1,2
site20,56,30,1,10
site20,56,10,1,13
site20,56,10,17,5
site20,56,40,13,14
site20,56,30,-3,7
site21,57,270,15,0
site21,57,250,21,15
site21,57,280,25,4
site21,57,270,9,16
site21,57,240,17,11
site21,57,250,5,16
site21,57,270,23,1
site21,57,260,21,13
site21,57,300,7,12
site21,57,270,9,14
site21,57,240,7,8
site21,57,260,13,1
site21,57,250,7,10
site21,57,260,7,10
site21,57,250,9,1
site21,57,290,5,2
site21,57,290,19,5
site21,57,290,25,5
site21,57,290,13,0
site21,57,270,11,9
site21,58,130,12,0
site21,58,110,16,12
site21,58,150,6,10
site21,58,160,16,16
site21,58,130,22,8
site21,58,140,14,10
site21,58,150,16,5
site21,58,110,20,12
site21,58,150,14,8
site21,58,140,10,15
site21,58,100,10,5
site21,58,120,18,7
site21,58,160,6,4
site21,58,150,14,16
site21,58,100,20,0
site21,58,120,20,12
site21,58,130,8,13
site21,58,160,20,0
site21,58,110,4,2
site21,58,140,6,15
site21,59,60,5,0
site21,59,70,-1,8
site21,59,60,7,14
site21,59,90,-3,8
site21,59,30,-3,0
site21,59,30,7,9
site21,59,70,5,16
site21,59,90,13,10
site21,59,80,5,4
site21,59,60,-1,6
site21,59,70,15,12
site21,59,80,3,7
site21,59,70,1,3
site21,59,40,5,12
site21,59,80,-3,3
site21,59,30,9,0
site21,59,60,13,15
site21,59,30,13,1
site21,59,80,1,11
site21,59,30,7,11
